"","filenames","treenumber","gamma_pbd","gamma_post","diff"
"28","article_0_0_0_0_2.RDa",1,0.156716284909481,0.212436086652316,-0.055719801742835
"29","article_0_0_0_0_2.RDa",1,0.156716284909481,0.194177738403852,-0.037461453494371
"30","article_0_0_0_0_2.RDa",1,0.156716284909481,0.177094816246127,-0.020378531336646
"31","article_0_0_0_0_2.RDa",1,0.156716284909481,0.17217455942951,-0.015458274520029
"32","article_0_0_0_0_2.RDa",1,0.156716284909481,0.203194303574486,-0.046478018665005
"33","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181429754535074,-0.024713469625593
"34","article_0_0_0_0_2.RDa",1,0.156716284909481,0.187112069939216,-0.030395785029735
"35","article_0_0_0_0_2.RDa",1,0.156716284909481,0.210526711212541,-0.05381042630306
"36","article_0_0_0_0_2.RDa",1,0.156716284909481,0.161477575950769,-0.004761291041288
"37","article_0_0_0_0_2.RDa",1,0.156716284909481,0.172047062392371,-0.01533077748289
"38","article_0_0_0_0_2.RDa",1,0.156716284909481,0.189594372323404,-0.032878087413923
"39","article_0_0_0_0_2.RDa",1,0.156716284909481,0.191442541373581,-0.0347262564641
"40","article_0_0_0_0_2.RDa",1,0.156716284909481,0.206875297925482,-0.050159013016001
"41","article_0_0_0_0_2.RDa",1,0.156716284909481,0.198645958008178,-0.041929673098697
"42","article_0_0_0_0_2.RDa",1,0.156716284909481,0.18515511762866,-0.028438832719179
"43","article_0_0_0_0_2.RDa",1,0.156716284909481,0.209308629394616,-0.052592344485135
"44","article_0_0_0_0_2.RDa",1,0.156716284909481,0.142836549621985,0.013879735287496
"45","article_0_0_0_0_2.RDa",1,0.156716284909481,0.203633223325563,-0.046916938416082
"46","article_0_0_0_0_2.RDa",1,0.156716284909481,0.170632008000343,-0.013915723090862
"47","article_0_0_0_0_2.RDa",1,0.156716284909481,0.199800109613237,-0.043083824703756
"48","article_0_0_0_0_2.RDa",1,0.156716284909481,0.198238946858171,-0.04152266194869
"49","article_0_0_0_0_2.RDa",1,0.156716284909481,0.168703438731293,-0.011987153821812
"50","article_0_0_0_0_2.RDa",1,0.156716284909481,0.238425485478973,-0.081709200569492
"51","article_0_0_0_0_2.RDa",1,0.156716284909481,0.16861232148912,-0.011896036579639
"52","article_0_0_0_0_2.RDa",1,0.156716284909481,0.198803515131808,-0.042087230222327
"53","article_0_0_0_0_2.RDa",1,0.156716284909481,0.172084119015189,-0.015367834105708
"54","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181328252738299,-0.024611967828818
"55","article_0_0_0_0_2.RDa",1,0.156716284909481,0.175619272920353,-0.018902988010872
"56","article_0_0_0_0_2.RDa",1,0.156716284909481,0.188651483194721,-0.03193519828524
"57","article_0_0_0_0_2.RDa",1,0.156716284909481,0.202001415654644,-0.045285130745163
"58","article_0_0_0_0_2.RDa",1,0.156716284909481,0.195250190639764,-0.038533905730283
"59","article_0_0_0_0_2.RDa",1,0.156716284909481,0.214885676029757,-0.058169391120276
"60","article_0_0_0_0_2.RDa",1,0.156716284909481,0.151637281043821,0.00507900386566001
"61","article_0_0_0_0_2.RDa",1,0.156716284909481,0.185415431595405,-0.028699146685924
"62","article_0_0_0_0_2.RDa",1,0.156716284909481,0.194997673875313,-0.038281388965832
"63","article_0_0_0_0_2.RDa",1,0.156716284909481,0.165560766758957,-0.008844481849476
"64","article_0_0_0_0_2.RDa",1,0.156716284909481,0.174537367429427,-0.017821082519946
"65","article_0_0_0_0_2.RDa",1,0.156716284909481,0.205601494174785,-0.048885209265304
"66","article_0_0_0_0_2.RDa",1,0.156716284909481,0.21612625708698,-0.059409972177499
"67","article_0_0_0_0_2.RDa",1,0.156716284909481,0.166039651793037,-0.00932336688355601
"68","article_0_0_0_0_2.RDa",1,0.156716284909481,0.215560955376235,-0.058844670466754
"69","article_0_0_0_0_2.RDa",1,0.156716284909481,0.24221743273672,-0.085501147827239
"70","article_0_0_0_0_2.RDa",1,0.156716284909481,0.2094959228835,-0.052779637974019
"71","article_0_0_0_0_2.RDa",1,0.156716284909481,0.232515449383961,-0.07579916447448
"72","article_0_0_0_0_2.RDa",1,0.156716284909481,0.207661619948956,-0.050945335039475
"73","article_0_0_0_0_2.RDa",1,0.156716284909481,0.202231771000572,-0.045515486091091
"74","article_0_0_0_0_2.RDa",1,0.156716284909481,0.162712458888117,-0.005996173978636
"75","article_0_0_0_0_2.RDa",1,0.156716284909481,0.149413396042195,0.007302888867286
"76","article_0_0_0_0_2.RDa",1,0.156716284909481,0.178042856671231,-0.02132657176175
"77","article_0_0_0_0_2.RDa",1,0.156716284909481,0.176923513358402,-0.020207228448921
"78","article_0_0_0_0_2.RDa",1,0.156716284909481,0.19362979097579,-0.036913506066309
"79","article_0_0_0_0_2.RDa",1,0.156716284909481,0.250044970408156,-0.093328685498675
"80","article_0_0_0_0_2.RDa",1,0.156716284909481,0.169151249734507,-0.012434964825026
"81","article_0_0_0_0_2.RDa",1,0.156716284909481,0.191497865395262,-0.034781580485781
"82","article_0_0_0_0_2.RDa",1,0.156716284909481,0.148119329415291,0.00859695549419001
"83","article_0_0_0_0_2.RDa",1,0.156716284909481,0.159942551821016,-0.00322626691153499
"84","article_0_0_0_0_2.RDa",1,0.156716284909481,0.20235711786756,-0.045640832958079
"85","article_0_0_0_0_2.RDa",1,0.156716284909481,0.174253487563014,-0.017537202653533
"86","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200284982124757,-0.043568697215276
"87","article_0_0_0_0_2.RDa",1,0.156716284909481,0.215751607806583,-0.059035322897102
"88","article_0_0_0_0_2.RDa",1,0.156716284909481,0.174226222259554,-0.017509937350073
"89","article_0_0_0_0_2.RDa",1,0.156716284909481,0.154726507894096,0.001989777015385
"90","article_0_0_0_0_2.RDa",1,0.156716284909481,0.2238794663273,-0.067163181417819
"91","article_0_0_0_0_2.RDa",1,0.156716284909481,0.184782103730306,-0.028065818820825
"92","article_0_0_0_0_2.RDa",1,0.156716284909481,0.172455220496874,-0.015738935587393
"93","article_0_0_0_0_2.RDa",1,0.156716284909481,0.205383311905863,-0.048667026996382
"94","article_0_0_0_0_2.RDa",1,0.156716284909481,0.176879212168102,-0.020162927258621
"95","article_0_0_0_0_2.RDa",1,0.156716284909481,0.187926012357942,-0.031209727448461
"96","article_0_0_0_0_2.RDa",1,0.156716284909481,0.171095292420119,-0.014379007510638
"97","article_0_0_0_0_2.RDa",1,0.156716284909481,0.185184517849122,-0.028468232939641
"98","article_0_0_0_0_2.RDa",1,0.156716284909481,0.204201015470925,-0.047484730561444
"99","article_0_0_0_0_2.RDa",1,0.156716284909481,0.183585157418095,-0.026868872508614
"100","article_0_0_0_0_2.RDa",1,0.156716284909481,0.214291565622759,-0.057575280713278
"101","article_0_0_0_0_2.RDa",1,0.156716284909481,0.20506108761189,-0.048344802702409
"102","article_0_0_0_0_2.RDa",1,0.156716284909481,0.243425298531378,-0.086709013621897
"103","article_0_0_0_0_2.RDa",1,0.156716284909481,0.140865810073853,0.015850474835628
"104","article_0_0_0_0_2.RDa",1,0.156716284909481,0.180159086071683,-0.023442801162202
"105","article_0_0_0_0_2.RDa",1,0.156716284909481,0.192884083178755,-0.036167798269274
"106","article_0_0_0_0_2.RDa",1,0.156716284909481,0.193193963799639,-0.036477678890158
"107","article_0_0_0_0_2.RDa",1,0.156716284909481,0.162999574858265,-0.00628328994878399
"108","article_0_0_0_0_2.RDa",1,0.156716284909481,0.179799708322419,-0.023083423412938
"109","article_0_0_0_0_2.RDa",1,0.156716284909481,0.188057121177984,-0.031340836268503
"110","article_0_0_0_0_2.RDa",1,0.156716284909481,0.144800297435618,0.011915987473863
"111","article_0_0_0_0_2.RDa",1,0.156716284909481,0.173146225089394,-0.016429940179913
"112","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200593393175922,-0.043877108266441
"113","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181447123981809,-0.024730839072328
"114","article_0_0_0_0_2.RDa",1,0.156716284909481,0.219714714430549,-0.062998429521068
"115","article_0_0_0_0_2.RDa",1,0.156716284909481,0.199184117759905,-0.042467832850424
"116","article_0_0_0_0_2.RDa",1,0.156716284909481,0.203058850697305,-0.046342565787824
"117","article_0_0_0_0_2.RDa",1,0.156716284909481,0.19343359996834,-0.036717315058859
"118","article_0_0_0_0_2.RDa",1,0.156716284909481,0.193825179656944,-0.037108894747463
"119","article_0_0_0_0_2.RDa",1,0.156716284909481,0.154455506712867,0.00226077819661399
"120","article_0_0_0_0_2.RDa",1,0.156716284909481,0.199758801036245,-0.043042516126764
"121","article_0_0_0_0_2.RDa",1,0.156716284909481,0.167830725780095,-0.011114440870614
"122","article_0_0_0_0_2.RDa",1,0.156716284909481,0.167592033527338,-0.010875748617857
"123","article_0_0_0_0_2.RDa",1,0.156716284909481,0.146717021390652,0.00999926351882899
"124","article_0_0_0_0_2.RDa",1,0.156716284909481,0.15923404905718,-0.002517764147699
"125","article_0_0_0_0_2.RDa",1,0.156716284909481,0.233173095165327,-0.076456810255846
"126","article_0_0_0_0_2.RDa",1,0.156716284909481,0.20087968108157,-0.044163396172089
"127","article_0_0_0_0_2.RDa",1,0.156716284909481,0.179525825870687,-0.022809540961206
"128","article_0_0_0_0_2.RDa",1,0.156716284909481,0.204066894099025,-0.047350609189544
"129","article_0_0_0_0_2.RDa",1,0.156716284909481,0.178690155037003,-0.021973870127522
"130","article_0_0_0_0_2.RDa",1,0.156716284909481,0.16453604353795,-0.00781975862846901
"131","article_0_0_0_0_2.RDa",1,0.156716284909481,0.153191997986305,0.003524286923176
"132","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181005830211331,-0.02428954530185
"133","article_0_0_0_0_2.RDa",1,0.156716284909481,0.208252049833673,-0.051535764924192
"134","article_0_0_0_0_2.RDa",1,0.156716284909481,0.18790683748523,-0.031190552575749
"135","article_0_0_0_0_2.RDa",1,0.156716284909481,0.196372472443278,-0.039656187533797
"136","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181077062923771,-0.02436077801429
"137","article_0_0_0_0_2.RDa",1,0.156716284909481,0.196609776237527,-0.039893491328046
"138","article_0_0_0_0_2.RDa",1,0.156716284909481,0.207072163191453,-0.050355878281972
"139","article_0_0_0_0_2.RDa",1,0.156716284909481,0.162278667634034,-0.00556238272455301
"140","article_0_0_0_0_2.RDa",1,0.156716284909481,0.184116743279839,-0.027400458370358
"141","article_0_0_0_0_2.RDa",1,0.156716284909481,0.196733179162697,-0.040016894253216
"142","article_0_0_0_0_2.RDa",1,0.156716284909481,0.202469000713699,-0.045752715804218
"143","article_0_0_0_0_2.RDa",1,0.156716284909481,0.176201278229473,-0.019484993319992
"144","article_0_0_0_0_2.RDa",1,0.156716284909481,0.237739960655374,-0.081023675745893
"145","article_0_0_0_0_2.RDa",1,0.156716284909481,0.170216523579493,-0.013500238670012
"146","article_0_0_0_0_2.RDa",1,0.156716284909481,0.189876194060099,-0.033159909150618
"147","article_0_0_0_0_2.RDa",1,0.156716284909481,0.213817320280103,-0.057101035370622
"148","article_0_0_0_0_2.RDa",1,0.156716284909481,0.151193791664855,0.005522493244626
"149","article_0_0_0_0_2.RDa",1,0.156716284909481,0.158008396021278,-0.001292111111797
"150","article_0_0_0_0_2.RDa",1,0.156716284909481,0.198678816890771,-0.04196253198129
"151","article_0_0_0_0_2.RDa",1,0.156716284909481,0.163492187265805,-0.006775902356324
"152","article_0_0_0_0_2.RDa",1,0.156716284909481,0.177572011106484,-0.020855726197003
"153","article_0_0_0_0_2.RDa",1,0.156716284909481,0.188985385744013,-0.032269100834532
"154","article_0_0_0_0_2.RDa",1,0.156716284909481,0.178101452375424,-0.021385167465943
"155","article_0_0_0_0_2.RDa",1,0.156716284909481,0.223890090114971,-0.06717380520549
"156","article_0_0_0_0_2.RDa",1,0.156716284909481,0.179336146090461,-0.02261986118098
"157","article_0_0_0_0_2.RDa",1,0.156716284909481,0.228588242866088,-0.071871957956607
"158","article_0_0_0_0_2.RDa",1,0.156716284909481,0.159228054799445,-0.00251176988996399
"159","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200010136710698,-0.043293851801217
"160","article_0_0_0_0_2.RDa",1,0.156716284909481,0.167174331807395,-0.010458046897914
"161","article_0_0_0_0_2.RDa",1,0.156716284909481,0.197939853541403,-0.041223568631922
"162","article_0_0_0_0_2.RDa",1,0.156716284909481,0.227892806461091,-0.07117652155161
"163","article_0_0_0_0_2.RDa",1,0.156716284909481,0.192806373625802,-0.036090088716321
"164","article_0_0_0_0_2.RDa",1,0.156716284909481,0.19633733664092,-0.039621051731439
"165","article_0_0_0_0_2.RDa",1,0.156716284909481,0.184076224951771,-0.02735994004229
"166","article_0_0_0_0_2.RDa",1,0.156716284909481,0.178126872987355,-0.021410588077874
"167","article_0_0_0_0_2.RDa",1,0.156716284909481,0.174672425803079,-0.017956140893598
"168","article_0_0_0_0_2.RDa",1,0.156716284909481,0.188492633667715,-0.031776348758234
"169","article_0_0_0_0_2.RDa",1,0.156716284909481,0.173080740347087,-0.016364455437606
"170","article_0_0_0_0_2.RDa",1,0.156716284909481,0.231091763024668,-0.074375478115187
"171","article_0_0_0_0_2.RDa",1,0.156716284909481,0.185553680996131,-0.02883739608665
"172","article_0_0_0_0_2.RDa",1,0.156716284909481,0.170577596582931,-0.01386131167345
"173","article_0_0_0_0_2.RDa",1,0.156716284909481,0.177061440331364,-0.020345155421883
"174","article_0_0_0_0_2.RDa",1,0.156716284909481,0.193377777955263,-0.036661493045782
"175","article_0_0_0_0_2.RDa",1,0.156716284909481,0.184781467954471,-0.02806518304499
"176","article_0_0_0_0_2.RDa",1,0.156716284909481,0.203842016999358,-0.047125732089877
"177","article_0_0_0_0_2.RDa",1,0.156716284909481,0.194723042421342,-0.038006757511861
"178","article_0_0_0_0_2.RDa",1,0.156716284909481,0.164541063755347,-0.00782477884586599
"179","article_0_0_0_0_2.RDa",1,0.156716284909481,0.186675524175333,-0.029959239265852
"180","article_0_0_0_0_2.RDa",1,0.156716284909481,0.168391815317098,-0.011675530407617
"181","article_0_0_0_0_2.RDa",1,0.156716284909481,0.165474190327668,-0.008757905418187
"182","article_0_0_0_0_2.RDa",1,0.156716284909481,0.191699642569867,-0.034983357660386
"183","article_0_0_0_0_2.RDa",1,0.156716284909481,0.191493203074378,-0.034776918164897
"184","article_0_0_0_0_2.RDa",1,0.156716284909481,0.176534107960999,-0.019817823051518
"185","article_0_0_0_0_2.RDa",1,0.156716284909481,0.153083681865328,0.003632603044153
"186","article_0_0_0_0_2.RDa",1,0.156716284909481,0.189837595420732,-0.033121310511251
"187","article_0_0_0_0_2.RDa",1,0.156716284909481,0.1498538435241,0.006862441385381
"188","article_0_0_0_0_2.RDa",1,0.156716284909481,0.198031976244802,-0.041315691335321
"189","article_0_0_0_0_2.RDa",1,0.156716284909481,0.209373143690627,-0.052656858781146
"190","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200318047926932,-0.043601763017451
"191","article_0_0_0_0_2.RDa",1,0.156716284909481,0.18284019841786,-0.026123913508379
"192","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181994063160465,-0.025277778250984
"193","article_0_0_0_0_2.RDa",1,0.156716284909481,0.192261275576289,-0.035544990666808
"194","article_0_0_0_0_2.RDa",1,0.156716284909481,0.23998982371686,-0.083273538807379
"195","article_0_0_0_0_2.RDa",1,0.156716284909481,0.224467268060431,-0.06775098315095
"196","article_0_0_0_0_2.RDa",1,0.156716284909481,0.13254362976178,0.024172655147701
"197","article_0_0_0_0_2.RDa",1,0.156716284909481,0.190199440820383,-0.033483155910902
"198","article_0_0_0_0_2.RDa",1,0.156716284909481,0.218562830682036,-0.061846545772555
"199","article_0_0_0_0_2.RDa",1,0.156716284909481,0.173041886883541,-0.01632560197406
"200","article_0_0_0_0_2.RDa",1,0.156716284909481,0.161999211411335,-0.005282926501854
"201","article_0_0_0_0_2.RDa",1,0.156716284909481,0.226229263114883,-0.069512978205402
"202","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200495997359255,-0.043779712449774
"203","article_0_0_0_0_2.RDa",1,0.156716284909481,0.196018167760164,-0.039301882850683
"204","article_0_0_0_0_2.RDa",1,0.156716284909481,0.163476239134669,-0.00675995422518799
"205","article_0_0_0_0_2.RDa",1,0.156716284909481,0.177795668203087,-0.021079383293606
"206","article_0_0_0_0_2.RDa",1,0.156716284909481,0.168510814390212,-0.011794529480731
"207","article_0_0_0_0_2.RDa",1,0.156716284909481,0.197260633556983,-0.040544348647502
"208","article_0_0_0_0_2.RDa",1,0.156716284909481,0.195549548124786,-0.038833263215305
"209","article_0_0_0_0_2.RDa",1,0.156716284909481,0.198847680231904,-0.042131395322423
"210","article_0_0_0_0_2.RDa",1,0.156716284909481,0.202568168613283,-0.045851883703802
"211","article_0_0_0_0_2.RDa",1,0.156716284909481,0.214106408587127,-0.057390123677646
"212","article_0_0_0_0_2.RDa",1,0.156716284909481,0.164629650638719,-0.00791336572923801
"213","article_0_0_0_0_2.RDa",1,0.156716284909481,0.17963986636607,-0.022923581456589
"214","article_0_0_0_0_2.RDa",1,0.156716284909481,0.218308497748349,-0.061592212838868
"215","article_0_0_0_0_2.RDa",1,0.156716284909481,0.175102718475492,-0.018386433566011
"216","article_0_0_0_0_2.RDa",1,0.156716284909481,0.215721799574401,-0.05900551466492
"217","article_0_0_0_0_2.RDa",1,0.156716284909481,0.192442763117762,-0.035726478208281
"218","article_0_0_0_0_2.RDa",1,0.156716284909481,0.190258428937442,-0.033542144027961
"219","article_0_0_0_0_2.RDa",1,0.156716284909481,0.147557704232688,0.00915858067679301
"220","article_0_0_0_0_2.RDa",1,0.156716284909481,0.179773669322148,-0.023057384412667
"221","article_0_0_0_0_2.RDa",1,0.156716284909481,0.199103942032318,-0.042387657122837
"222","article_0_0_0_0_2.RDa",1,0.156716284909481,0.230871215219986,-0.074154930310505
"223","article_0_0_0_0_2.RDa",1,0.156716284909481,0.188970137290668,-0.032253852381187
"224","article_0_0_0_0_2.RDa",1,0.156716284909481,0.190406734874747,-0.033690449965266
"225","article_0_0_0_0_2.RDa",1,0.156716284909481,0.182276868362892,-0.025560583453411
"226","article_0_0_0_0_2.RDa",1,0.156716284909481,0.212975787328633,-0.056259502419152
"227","article_0_0_0_0_2.RDa",1,0.156716284909481,0.158321981156755,-0.001605696247274
"228","article_0_0_0_0_2.RDa",1,0.156716284909481,0.175765251270845,-0.019048966361364
"229","article_0_0_0_0_2.RDa",1,0.156716284909481,0.16459458712215,-0.007878302212669
"230","article_0_0_0_0_2.RDa",1,0.156716284909481,0.196758517014751,-0.04004223210527
"231","article_0_0_0_0_2.RDa",1,0.156716284909481,0.190692045337012,-0.033975760427531
"232","article_0_0_0_0_2.RDa",1,0.156716284909481,0.206692293250102,-0.049976008340621
"233","article_0_0_0_0_2.RDa",1,0.156716284909481,0.186229000211712,-0.029512715302231
"234","article_0_0_0_0_2.RDa",1,0.156716284909481,0.16906524428928,-0.012348959379799
"235","article_0_0_0_0_2.RDa",1,0.156716284909481,0.202353421871613,-0.045637136962132
"236","article_0_0_0_0_2.RDa",1,0.156716284909481,0.151804304722394,0.004911980187087
"237","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181976983338833,-0.025260698429352
"238","article_0_0_0_0_2.RDa",1,0.156716284909481,0.279669575023297,-0.122953290113816
"239","article_0_0_0_0_2.RDa",1,0.156716284909481,0.191239455889794,-0.034523170980313
"240","article_0_0_0_0_2.RDa",1,0.156716284909481,0.189002267971883,-0.032285983062402
"241","article_0_0_0_0_2.RDa",1,0.156716284909481,0.228306441234138,-0.071590156324657
"242","article_0_0_0_0_2.RDa",1,0.156716284909481,0.171712668638675,-0.014996383729194
"243","article_0_0_0_0_2.RDa",1,0.156716284909481,0.186282052748186,-0.029565767838705
"244","article_0_0_0_0_2.RDa",1,0.156716284909481,0.243385191934853,-0.086668907025372
"245","article_0_0_0_0_2.RDa",1,0.156716284909481,0.1812849147314,-0.024568629821919
"246","article_0_0_0_0_2.RDa",1,0.156716284909481,0.186791392470846,-0.030075107561365
"247","article_0_0_0_0_2.RDa",1,0.156716284909481,0.145402684305467,0.011313600604014
"248","article_0_0_0_0_2.RDa",1,0.156716284909481,0.168235509716531,-0.01151922480705
"249","article_0_0_0_0_2.RDa",1,0.156716284909481,0.190908570975338,-0.034192286065857
"250","article_0_0_0_0_2.RDa",1,0.156716284909481,0.247376172471836,-0.090659887562355
"251","article_0_0_0_0_2.RDa",1,0.156716284909481,0.157096992665775,-0.000380707756294008
"252","article_0_0_0_0_2.RDa",1,0.156716284909481,0.172111912504686,-0.015395627595205
"253","article_0_0_0_0_2.RDa",1,0.156716284909481,0.212890549198347,-0.056174264288866
"254","article_0_0_0_0_2.RDa",1,0.156716284909481,0.18961907248282,-0.032902787573339
"255","article_0_0_0_0_2.RDa",1,0.156716284909481,0.182617623267233,-0.025901338357752
"256","article_0_0_0_0_2.RDa",1,0.156716284909481,0.177175170643443,-0.020458885733962
"257","article_0_0_0_0_2.RDa",1,0.156716284909481,0.182269173269127,-0.025552888359646
"258","article_0_0_0_0_2.RDa",1,0.156716284909481,0.180290897151947,-0.023574612242466
"259","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200309934418147,-0.043593649508666
"260","article_0_0_0_0_2.RDa",1,0.156716284909481,0.174385799373938,-0.017669514464457
"261","article_0_0_0_0_2.RDa",1,0.156716284909481,0.178817037303685,-0.022100752394204
"262","article_0_0_0_0_2.RDa",1,0.156716284909481,0.164676844178885,-0.00796055926940401
"263","article_0_0_0_0_2.RDa",1,0.156716284909481,0.179679515497692,-0.022963230588211
"264","article_0_0_0_0_2.RDa",1,0.156716284909481,0.21026352292531,-0.053547238015829
"265","article_0_0_0_0_2.RDa",1,0.156716284909481,0.156957716619522,-0.000241431710040985
"266","article_0_0_0_0_2.RDa",1,0.156716284909481,0.251648745646827,-0.094932460737346
"267","article_0_0_0_0_2.RDa",1,0.156716284909481,0.215331676121621,-0.05861539121214
"268","article_0_0_0_0_2.RDa",1,0.156716284909481,0.18265617379347,-0.025939888883989
"269","article_0_0_0_0_2.RDa",1,0.156716284909481,0.1832898314482,-0.026573546538719
"270","article_0_0_0_0_2.RDa",1,0.156716284909481,0.172833857602194,-0.016117572692713
"271","article_0_0_0_0_2.RDa",1,0.156716284909481,0.147987141410122,0.00872914349935899
"272","article_0_0_0_0_2.RDa",1,0.156716284909481,0.195224710623292,-0.038508425713811
"273","article_0_0_0_0_2.RDa",1,0.156716284909481,0.217067405499719,-0.060351120590238
"274","article_0_0_0_0_2.RDa",1,0.156716284909481,0.220302350028159,-0.063586065118678
"275","article_0_0_0_0_2.RDa",1,0.156716284909481,0.204778256850504,-0.048061971941023
"276","article_0_0_0_0_2.RDa",1,0.156716284909481,0.189162783417887,-0.032446498508406
"277","article_0_0_0_0_2.RDa",1,0.156716284909481,0.177511096995432,-0.020794812085951
"278","article_0_0_0_0_2.RDa",1,0.156716284909481,0.196762424616184,-0.040046139706703
"279","article_0_0_0_0_2.RDa",1,0.156716284909481,0.234068736260446,-0.077352451350965
"280","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200999425754468,-0.044283140844987
"281","article_0_0_0_0_2.RDa",1,0.156716284909481,0.168165163291156,-0.011448878381675
"282","article_0_0_0_0_2.RDa",1,0.156716284909481,0.153606425951329,0.003109858958152
"283","article_0_0_0_0_2.RDa",1,0.156716284909481,0.164670039547192,-0.007953754637711
"284","article_0_0_0_0_2.RDa",1,0.156716284909481,0.197100162503068,-0.040383877593587
"285","article_0_0_0_0_2.RDa",1,0.156716284909481,0.184977369919739,-0.028261085010258
"286","article_0_0_0_0_2.RDa",1,0.156716284909481,0.220285011149171,-0.06356872623969
"287","article_0_0_0_0_2.RDa",1,0.156716284909481,0.21521105513211,-0.058494770222629
"288","article_0_0_0_0_2.RDa",1,0.156716284909481,0.168842614628083,-0.012126329718602
"289","article_0_0_0_0_2.RDa",1,0.156716284909481,0.182508139517324,-0.025791854607843
"290","article_0_0_0_0_2.RDa",1,0.156716284909481,0.156789634831323,-7.3349921841992e-05
"291","article_0_0_0_0_2.RDa",1,0.156716284909481,0.175756202242664,-0.019039917333183
"292","article_0_0_0_0_2.RDa",1,0.156716284909481,0.178452656360871,-0.02173637145139
"293","article_0_0_0_0_2.RDa",1,0.156716284909481,0.181325985200917,-0.024609700291436
"294","article_0_0_0_0_2.RDa",1,0.156716284909481,0.152569989955376,0.00414629495410501
"295","article_0_0_0_0_2.RDa",1,0.156716284909481,0.173645655556545,-0.016929370647064
"296","article_0_0_0_0_2.RDa",1,0.156716284909481,0.161870232229232,-0.005153947319751
"297","article_0_0_0_0_2.RDa",1,0.156716284909481,0.209504885989146,-0.052788601079665
"298","article_0_0_0_0_2.RDa",1,0.156716284909481,0.23644006461412,-0.079723779704639
"299","article_0_0_0_0_2.RDa",1,0.156716284909481,0.226988081540153,-0.070271796630672
"300","article_0_0_0_0_2.RDa",1,0.156716284909481,0.202667014313673,-0.045950729404192
"301","article_0_0_0_0_2.RDa",1,0.156716284909481,0.200418646747357,-0.043702361837876
"302","article_0_0_0_0_2.RDa",1,0.156716284909481,0.171539063295401,-0.01482277838592
"303","article_0_0_0_0_2.RDa",1,0.156716284909481,0.175826247684642,-0.019109962775161
