"","filename","species_tree","alignment","beast_run","gamma_stat"
"89","article_0_0_0_0_1.RDa",1,1,1,-5.94449739144737
"90","article_0_0_0_0_1.RDa",1,1,1,-6.34624125223315
"91","article_0_0_0_0_1.RDa",1,1,2,5.78475476524662
"92","article_0_0_0_0_1.RDa",1,1,2,4.64178718909428
"93","article_0_0_0_0_1.RDa",1,1,2,1.8255085651691
"94","article_0_0_0_0_1.RDa",1,1,2,-0.269415429087667
"95","article_0_0_0_0_1.RDa",1,1,2,-4.19118836533982
"96","article_0_0_0_0_1.RDa",1,1,2,-6.83003823082521
"97","article_0_0_0_0_1.RDa",1,1,2,-7.31824602580032
"98","article_0_0_0_0_1.RDa",1,1,2,-6.87805918346927
"99","article_0_0_0_0_1.RDa",1,1,2,-7.01660928658232
"100","article_0_0_0_0_1.RDa",1,1,2,-6.25985578558926
"101","article_0_0_0_0_1.RDa",1,2,1,4.61500883154274
"102","article_0_0_0_0_1.RDa",1,2,1,5.57271880609815
"103","article_0_0_0_0_1.RDa",1,2,1,4.21179075053122
"104","article_0_0_0_0_1.RDa",1,2,1,5.27198983786338
"105","article_0_0_0_0_1.RDa",1,2,1,6.3179856285508
"106","article_0_0_0_0_1.RDa",1,2,1,7.70021842864545
"107","article_0_0_0_0_1.RDa",1,2,1,7.51996417916496
"108","article_0_0_0_0_1.RDa",1,2,1,6.64011536808332
"109","article_0_0_0_0_1.RDa",1,2,1,4.47065496916357
"110","article_0_0_0_0_1.RDa",1,2,1,-2.4069092118422
"111","article_0_0_0_0_1.RDa",1,2,2,4.88786725238847
"112","article_0_0_0_0_1.RDa",1,2,2,4.72637915158628
"113","article_0_0_0_0_1.RDa",1,2,2,5.14184576644833
"114","article_0_0_0_0_1.RDa",1,2,2,5.13749674774017
"115","article_0_0_0_0_1.RDa",1,2,2,7.98614647820562
"116","article_0_0_0_0_1.RDa",1,2,2,4.17290686691777
"117","article_0_0_0_0_1.RDa",1,2,2,4.58783431130176
"118","article_0_0_0_0_1.RDa",1,2,2,-3.16977489955109
"119","article_0_0_0_0_1.RDa",1,2,2,-4.91031558487086
"120","article_0_0_0_0_1.RDa",1,2,2,-6.00679243631543
"121","article_0_0_0_0_1.RDa",2,1,1,4.63546024940988
"122","article_0_0_0_0_1.RDa",2,1,1,4.66523886777308
"123","article_0_0_0_0_1.RDa",2,1,1,5.52247361487574
"124","article_0_0_0_0_1.RDa",2,1,1,5.17972430731134
"125","article_0_0_0_0_1.RDa",2,1,1,4.05201339501249
"126","article_0_0_0_0_1.RDa",2,1,1,-4.92384359425579
"127","article_0_0_0_0_1.RDa",2,1,1,-4.65188212506989
"128","article_0_0_0_0_1.RDa",2,1,1,-7.13582523550673
"129","article_0_0_0_0_1.RDa",2,1,1,-7.49957484381918
"130","article_0_0_0_0_1.RDa",2,1,1,-7.16136092892129
"131","article_0_0_0_0_1.RDa",2,1,2,5.97525128133874
"132","article_0_0_0_0_1.RDa",2,1,2,4.40613148251914
"133","article_0_0_0_0_1.RDa",2,1,2,0.568208261287963
"134","article_0_0_0_0_1.RDa",2,1,2,-3.73298489786176
"135","article_0_0_0_0_1.RDa",2,1,2,-6.27234450960236
"136","article_0_0_0_0_1.RDa",2,1,2,-7.88906397416184
"137","article_0_0_0_0_1.RDa",2,1,2,-7.86579725767152
"138","article_0_0_0_0_1.RDa",2,1,2,-7.87558380988062
"139","article_0_0_0_0_1.RDa",2,1,2,-7.85987050805353
"140","article_0_0_0_0_1.RDa",2,1,2,-7.00742588034199
"141","article_0_0_0_0_1.RDa",2,2,1,4.65087263171876
"142","article_0_0_0_0_1.RDa",2,2,1,5.54070653426105
"143","article_0_0_0_0_1.RDa",2,2,1,5.11797413531409
"144","article_0_0_0_0_1.RDa",2,2,1,3.88854423808717
"145","article_0_0_0_0_1.RDa",2,2,1,-0.243587288203173
"146","article_0_0_0_0_1.RDa",2,2,1,-4.08891267649673
"147","article_0_0_0_0_1.RDa",2,2,1,-5.5218463364405
"148","article_0_0_0_0_1.RDa",2,2,1,-6.82558723668756
"149","article_0_0_0_0_1.RDa",2,2,1,-7.15437001334187
"150","article_0_0_0_0_1.RDa",2,2,1,-6.97127999077437
"151","article_0_0_0_0_1.RDa",2,2,2,6.36295819214714
"152","article_0_0_0_0_1.RDa",2,2,2,4.98626187480492
"153","article_0_0_0_0_1.RDa",2,2,2,5.50154013456851
"154","article_0_0_0_0_1.RDa",2,2,2,7.99001387741047
"155","article_0_0_0_0_1.RDa",2,2,2,8.66805866098223
"156","article_0_0_0_0_1.RDa",2,2,2,7.55723704741679
"157","article_0_0_0_0_1.RDa",2,2,2,6.68053456485045
"158","article_0_0_0_0_1.RDa",2,2,2,6.39156806331707
"159","article_0_0_0_0_1.RDa",2,2,2,5.13201148154371
"160","article_0_0_0_0_1.RDa",2,2,2,-4.81194316535338
"161","article_0_0_0_1_0.RDa",1,1,1,3.46730844889189
"162","article_0_0_0_1_0.RDa",1,1,1,-0.687994728468015
"163","article_0_0_0_1_0.RDa",1,1,1,-2.91316470154661
"164","article_0_0_0_1_0.RDa",1,1,1,-4.66690957813854
"165","article_0_0_0_1_0.RDa",1,1,1,-5.90036041132678
"166","article_0_0_0_1_0.RDa",1,1,1,-6.31168928055736
"167","article_0_0_0_1_0.RDa",1,1,1,-6.82889370303231
"168","article_0_0_0_1_0.RDa",1,1,1,-7.31251898112777
"169","article_0_0_0_1_0.RDa",1,1,1,-6.59819333315876
"170","article_0_0_0_1_0.RDa",1,1,1,-6.17345273504963
"171","article_0_0_0_1_0.RDa",1,1,2,0.255744828846685
"172","article_0_0_0_1_0.RDa",1,1,2,-3.25433432153466
"173","article_0_0_0_1_0.RDa",1,1,2,-4.22323738898763
"174","article_0_0_0_1_0.RDa",1,1,2,-4.97128329748216
"175","article_0_0_0_1_0.RDa",1,1,2,-6.21112581744785
"176","article_0_0_0_1_0.RDa",1,1,2,-6.63168553986402
"177","article_0_0_0_1_0.RDa",1,1,2,-6.6929086523711
"178","article_0_0_0_1_0.RDa",1,1,2,-6.69596680805831
"179","article_0_0_0_1_0.RDa",1,1,2,-6.63037878633684
"180","article_0_0_0_1_0.RDa",1,1,2,-6.57944096178072
"181","article_0_0_0_1_0.RDa",1,2,1,-0.35531739686857
"182","article_0_0_0_1_0.RDa",1,2,1,-3.50310950233189
"183","article_0_0_0_1_0.RDa",1,2,1,-5.27269862246235
"184","article_0_0_0_1_0.RDa",1,2,1,-5.24743294665011
"185","article_0_0_0_1_0.RDa",1,2,1,-5.8360349913343
"186","article_0_0_0_1_0.RDa",1,2,1,-6.03823545544062
"187","article_0_0_0_1_0.RDa",1,2,1,-6.32171425974296
"188","article_0_0_0_1_0.RDa",1,2,1,-6.48283809066651
"189","article_0_0_0_1_0.RDa",1,2,1,-6.73548118569238
"190","article_0_0_0_1_0.RDa",1,2,1,-6.18062324180632
"191","article_0_0_0_1_0.RDa",1,2,2,1.71387803605668
"192","article_0_0_0_1_0.RDa",1,2,2,-2.24677855296906
"193","article_0_0_0_1_0.RDa",1,2,2,-3.09462208115584
"194","article_0_0_0_1_0.RDa",1,2,2,-4.58794271625921
"195","article_0_0_0_1_0.RDa",1,2,2,-4.90340620871469
"196","article_0_0_0_1_0.RDa",1,2,2,-4.99816696949187
"197","article_0_0_0_1_0.RDa",1,2,2,-5.42920543823624
"198","article_0_0_0_1_0.RDa",1,2,2,-6.29253631734571
"199","article_0_0_0_1_0.RDa",1,2,2,-6.35245878322791
"200","article_0_0_0_1_0.RDa",1,2,2,-6.11378347678002
"201","article_0_0_0_1_0.RDa",2,1,1,0.947443303629223
"202","article_0_0_0_1_0.RDa",2,1,1,-1.17919886019399
"203","article_0_0_0_1_0.RDa",2,1,1,-3.69680299911559
"204","article_0_0_0_1_0.RDa",2,1,1,-4.71630230988162
"205","article_0_0_0_1_0.RDa",2,1,1,-5.71944344737046
"206","article_0_0_0_1_0.RDa",2,1,1,-5.86441144631111
"207","article_0_0_0_1_0.RDa",2,1,1,-5.69748199216925
"208","article_0_0_0_1_0.RDa",2,1,1,-5.75754818325104
"209","article_0_0_0_1_0.RDa",2,1,1,-6.02170528448051
"210","article_0_0_0_1_0.RDa",2,1,1,-6.3325651136419
"211","article_0_0_0_1_0.RDa",2,1,2,2.75715301795756
"212","article_0_0_0_1_0.RDa",2,1,2,-3.26397318750157
"213","article_0_0_0_1_0.RDa",2,1,2,-4.85406734761273
"214","article_0_0_0_1_0.RDa",2,1,2,-5.43766667491542
"215","article_0_0_0_1_0.RDa",2,1,2,-7.08333123761283
"216","article_0_0_0_1_0.RDa",2,1,2,-6.53992328313551
"217","article_0_0_0_1_0.RDa",2,1,2,-7.00646111211852
"218","article_0_0_0_1_0.RDa",2,1,2,-6.92182516820303
"219","article_0_0_0_1_0.RDa",2,1,2,-6.74021047548021
"220","article_0_0_0_1_0.RDa",2,1,2,-6.77988400564468
"221","article_0_0_0_1_0.RDa",2,2,1,0.167624746069217
"222","article_0_0_0_1_0.RDa",2,2,1,-2.75908848886751
"223","article_0_0_0_1_0.RDa",2,2,1,-4.65534361800578
"224","article_0_0_0_1_0.RDa",2,2,1,-4.95914836517219
"225","article_0_0_0_1_0.RDa",2,2,1,-6.53570193561813
"226","article_0_0_0_1_0.RDa",2,2,1,-7.01429541287758
"227","article_0_0_0_1_0.RDa",2,2,1,-6.82099323041039
"228","article_0_0_0_1_0.RDa",2,2,1,-6.96151482636624
"229","article_0_0_0_1_0.RDa",2,2,1,-7.09086689183802
"230","article_0_0_0_1_0.RDa",2,2,1,-6.30351924446506
"231","article_0_0_0_1_0.RDa",2,2,2,-1.04045088762206
"232","article_0_0_0_1_0.RDa",2,2,2,-3.44857157377691
"233","article_0_0_0_1_0.RDa",2,2,2,-5.72329130645875
"234","article_0_0_0_1_0.RDa",2,2,2,-6.50019260010885
"235","article_0_0_0_1_0.RDa",2,2,2,-7.4171899621225
"236","article_0_0_0_1_0.RDa",2,2,2,-8.12335234236475
"237","article_0_0_0_1_0.RDa",2,2,2,-7.84232728420104
"238","article_0_0_0_1_0.RDa",2,2,2,-8.01517222966157
"239","article_0_0_0_1_0.RDa",2,2,2,-7.38879152705672
"240","article_0_0_0_1_0.RDa",2,2,2,-7.3417985300904
"241","article_0_0_0_1_1.RDa",1,1,1,2.0592748227116
"242","article_0_0_0_1_1.RDa",1,1,1,-1.55442032961866
"243","article_0_0_0_1_1.RDa",1,1,1,-3.48336574210516
"244","article_0_0_0_1_1.RDa",1,1,1,-4.01979327381828
"245","article_0_0_0_1_1.RDa",1,1,1,-4.59928037147908
"246","article_0_0_0_1_1.RDa",1,1,1,-5.55248043785856
"247","article_0_0_0_1_1.RDa",1,1,1,-5.65716909630901
"248","article_0_0_0_1_1.RDa",1,1,1,-5.42132914901235
"249","article_0_0_0_1_1.RDa",1,1,1,-5.67435057623295
"250","article_0_0_0_1_1.RDa",1,1,1,-5.45585500364378
"251","article_0_0_0_1_1.RDa",1,1,2,-0.0717094712236549
"252","article_0_0_0_1_1.RDa",1,1,2,-2.76627609867842
"253","article_0_0_0_1_1.RDa",1,1,2,-4.13052205089785
"254","article_0_0_0_1_1.RDa",1,1,2,-5.03706830543344
"255","article_0_0_0_1_1.RDa",1,1,2,-5.03233145856612
"256","article_0_0_0_1_1.RDa",1,1,2,-6.00393313391554
"257","article_0_0_0_1_1.RDa",1,1,2,-6.65920260255733
"258","article_0_0_0_1_1.RDa",1,1,2,-6.98922680009334
"259","article_0_0_0_1_1.RDa",1,1,2,-7.26573274400337
"260","article_0_0_0_1_1.RDa",1,1,2,-7.03516317281474
"261","article_0_0_0_1_1.RDa",1,2,1,0.0939017578220123
"262","article_0_0_0_1_1.RDa",1,2,1,-2.24808606392298
"263","article_0_0_0_1_1.RDa",1,2,1,-4.25552756279722
"264","article_0_0_0_1_1.RDa",1,2,1,-5.37200866069053
"265","article_0_0_0_1_1.RDa",1,2,1,-5.65788569397076
"266","article_0_0_0_1_1.RDa",1,2,1,-6.69053045988743
"267","article_0_0_0_1_1.RDa",1,2,1,-6.87899179217229
"268","article_0_0_0_1_1.RDa",1,2,1,-6.60132626798339
"269","article_0_0_0_1_1.RDa",1,2,1,-6.9667282395753
"270","article_0_0_0_1_1.RDa",1,2,1,-6.6281052742268
"271","article_0_0_0_1_1.RDa",1,2,2,1.44201235993598
"272","article_0_0_0_1_1.RDa",1,2,2,-1.76957818785056
"273","article_0_0_0_1_1.RDa",1,2,2,-4.21861475743916
"274","article_0_0_0_1_1.RDa",1,2,2,-4.58039374098429
"275","article_0_0_0_1_1.RDa",1,2,2,-4.91313189856416
"276","article_0_0_0_1_1.RDa",1,2,2,-5.25994302835672
"277","article_0_0_0_1_1.RDa",1,2,2,-5.7059771566073
"278","article_0_0_0_1_1.RDa",1,2,2,-5.70778397083539
"279","article_0_0_0_1_1.RDa",1,2,2,-5.50854809055504
"280","article_0_0_0_1_1.RDa",1,2,2,-5.74817370065606
"281","article_0_0_0_1_1.RDa",2,1,1,1.49342465836703
"282","article_0_0_0_1_1.RDa",2,1,1,-1.88635891128584
"283","article_0_0_0_1_1.RDa",2,1,1,-4.10107129924128
"284","article_0_0_0_1_1.RDa",2,1,1,-5.17238277944462
"285","article_0_0_0_1_1.RDa",2,1,1,-5.52169039851612
"286","article_0_0_0_1_1.RDa",2,1,1,-5.36326955892409
"287","article_0_0_0_1_1.RDa",2,1,1,-5.68585038891708
"288","article_0_0_0_1_1.RDa",2,1,1,-6.16744210664424
"289","article_0_0_0_1_1.RDa",2,1,1,-6.26421914705084
"290","article_0_0_0_1_1.RDa",2,1,1,-6.63229068980408
"291","article_0_0_0_1_1.RDa",2,1,2,-1.59734742665977
"292","article_0_0_0_1_1.RDa",2,1,2,-4.84457688435221
"293","article_0_0_0_1_1.RDa",2,1,2,-5.93516289584857
"294","article_0_0_0_1_1.RDa",2,1,2,-6.74195076120113
"295","article_0_0_0_1_1.RDa",2,1,2,-7.52616729628385
"296","article_0_0_0_1_1.RDa",2,1,2,-8.28558928711027
"297","article_0_0_0_1_1.RDa",2,1,2,-8.18951226942505
"298","article_0_0_0_1_1.RDa",2,1,2,-7.35698069863859
"299","article_0_0_0_1_1.RDa",2,1,2,-6.85043807821862
"300","article_0_0_0_1_1.RDa",2,1,2,-6.65606833306159
"301","article_0_0_0_1_1.RDa",2,2,1,2.44998818606249
"302","article_0_0_0_1_1.RDa",2,2,1,-0.375913436026232
"303","article_0_0_0_1_1.RDa",2,2,1,-3.42392726889881
"304","article_0_0_0_1_1.RDa",2,2,1,-4.99098443968618
"305","article_0_0_0_1_1.RDa",2,2,1,-6.01050593653591
"306","article_0_0_0_1_1.RDa",2,2,1,-5.89739702171769
"307","article_0_0_0_1_1.RDa",2,2,1,-5.88218910901846
"308","article_0_0_0_1_1.RDa",2,2,1,-6.25539882752357
"309","article_0_0_0_1_1.RDa",2,2,1,-5.9911960852367
"310","article_0_0_0_1_1.RDa",2,2,1,-5.95815843536176
"311","article_0_0_0_1_1.RDa",2,2,2,0.59915046323298
"312","article_0_0_0_1_1.RDa",2,2,2,-4.12937083161643
"313","article_0_0_0_1_1.RDa",2,2,2,-5.16686110064532
"314","article_0_0_0_1_1.RDa",2,2,2,-5.54498742198824
"315","article_0_0_0_1_1.RDa",2,2,2,-5.8507465325279
"316","article_0_0_0_1_1.RDa",2,2,2,-6.42896686413863
"317","article_0_0_0_1_1.RDa",2,2,2,-6.66377576736978
"318","article_0_0_0_1_1.RDa",2,2,2,-6.64544073523295
"319","article_0_0_0_1_1.RDa",2,2,2,-6.59740830757183
"320","article_0_0_0_1_1.RDa",2,2,2,-6.327859580562
"321","article_0_0_0_2_0.RDa",1,1,1,2.67670302594329
"322","article_0_0_0_2_0.RDa",1,1,1,1.01008170793569
"323","article_0_0_0_2_0.RDa",1,1,1,-1.26307266591798
"324","article_0_0_0_2_0.RDa",1,1,1,-3.29929952556041
"325","article_0_0_0_2_0.RDa",1,1,1,-4.83001413582532
"326","article_0_0_0_2_0.RDa",1,1,1,-5.2663844000807
"327","article_0_0_0_2_0.RDa",1,1,1,-4.94003698286593
"328","article_0_0_0_2_0.RDa",1,1,1,-4.82897998996127
"329","article_0_0_0_2_0.RDa",1,1,1,-5.43135643498969
"330","article_0_0_0_2_0.RDa",1,1,1,-6.33320658871946
"331","article_0_0_0_2_0.RDa",1,1,2,4.82179300094937
"332","article_0_0_0_2_0.RDa",1,1,2,0.0778515725551194
"333","article_0_0_0_2_0.RDa",1,1,2,-3.03970904943068
"334","article_0_0_0_2_0.RDa",1,1,2,-4.5034079653346
"335","article_0_0_0_2_0.RDa",1,1,2,-4.84762604645382
"336","article_0_0_0_2_0.RDa",1,1,2,-5.58259439167024
"337","article_0_0_0_2_0.RDa",1,1,2,-5.54332252504824
"338","article_0_0_0_2_0.RDa",1,1,2,-5.82201695948081
"339","article_0_0_0_2_0.RDa",1,1,2,-5.73597915853414
"340","article_0_0_0_2_0.RDa",1,1,2,-6.02459252968345
"341","article_0_0_0_2_0.RDa",1,2,1,1.50995677589667
"342","article_0_0_0_2_0.RDa",1,2,1,-2.52033194425051
"343","article_0_0_0_2_0.RDa",1,2,1,-4.1252961928078
"344","article_0_0_0_2_0.RDa",1,2,1,-5.43395959375621
"345","article_0_0_0_2_0.RDa",1,2,1,-5.56040863889505
"346","article_0_0_0_2_0.RDa",1,2,1,-5.41680762917116
"347","article_0_0_0_2_0.RDa",1,2,1,-6.07515791858773
"348","article_0_0_0_2_0.RDa",1,2,1,-6.04789752581889
"349","article_0_0_0_2_0.RDa",1,2,1,-5.59583155718038
"350","article_0_0_0_2_0.RDa",1,2,1,-5.70987223209616
"351","article_0_0_0_2_0.RDa",1,2,2,4.36847295579718
"352","article_0_0_0_2_0.RDa",1,2,2,-1.71806663920182
"353","article_0_0_0_2_0.RDa",1,2,2,-3.79910332597744
"354","article_0_0_0_2_0.RDa",1,2,2,-5.38830527595235
"355","article_0_0_0_2_0.RDa",1,2,2,-6.00342931226278
"356","article_0_0_0_2_0.RDa",1,2,2,-6.31235561076573
"357","article_0_0_0_2_0.RDa",1,2,2,-6.96491078890022
"358","article_0_0_0_2_0.RDa",1,2,2,-6.80280345422727
"359","article_0_0_0_2_0.RDa",1,2,2,-7.23989232518536
"360","article_0_0_0_2_0.RDa",1,2,2,-7.2931245152638
"361","article_0_0_0_2_0.RDa",2,1,1,2.98341575649238
"362","article_0_0_0_2_0.RDa",2,1,1,-1.37285111692373
"363","article_0_0_0_2_0.RDa",2,1,1,-2.39452614111676
"364","article_0_0_0_2_0.RDa",2,1,1,-3.80418534477871
"365","article_0_0_0_2_0.RDa",2,1,1,-4.45442121831175
"366","article_0_0_0_2_0.RDa",2,1,1,-4.71366967079663
"367","article_0_0_0_2_0.RDa",2,1,1,-5.05653038328222
"368","article_0_0_0_2_0.RDa",2,1,1,-4.87339734509224
"369","article_0_0_0_2_0.RDa",2,1,1,-4.25608068359276
"370","article_0_0_0_2_0.RDa",2,1,1,-4.67547897392109
"371","article_0_0_0_2_0.RDa",2,1,2,0.612530196364501
"372","article_0_0_0_2_0.RDa",2,1,2,-1.86980309004802
"373","article_0_0_0_2_0.RDa",2,1,2,-3.11139853544053
"374","article_0_0_0_2_0.RDa",2,1,2,-4.29658501258674
"375","article_0_0_0_2_0.RDa",2,1,2,-5.02107573906537
"376","article_0_0_0_2_0.RDa",2,1,2,-5.35434210491129
"377","article_0_0_0_2_0.RDa",2,1,2,-6.13354034203159
"378","article_0_0_0_2_0.RDa",2,1,2,-5.89964090641505
"379","article_0_0_0_2_0.RDa",2,1,2,-6.43224491061914
"380","article_0_0_0_2_0.RDa",2,1,2,-6.25296880129287
"381","article_0_0_0_2_0.RDa",2,2,1,4.55279646230599
"382","article_0_0_0_2_0.RDa",2,2,1,0.560449422063624
"383","article_0_0_0_2_0.RDa",2,2,1,-2.83282715872607
"384","article_0_0_0_2_0.RDa",2,2,1,-4.28805947612073
"385","article_0_0_0_2_0.RDa",2,2,1,-5.75345941940845
"386","article_0_0_0_2_0.RDa",2,2,1,-5.97882008655883
"387","article_0_0_0_2_0.RDa",2,2,1,-5.91492263387364
"388","article_0_0_0_2_0.RDa",2,2,1,-6.01564368576275
"389","article_0_0_0_2_0.RDa",2,2,1,-6.16957140933413
"390","article_0_0_0_2_0.RDa",2,2,1,-6.38902170177464
"391","article_0_0_0_2_0.RDa",2,2,2,1.31999226518154
"392","article_0_0_0_2_0.RDa",2,2,2,-2.54541652973094
"393","article_0_0_0_2_0.RDa",2,2,2,-4.07760018266906
"394","article_0_0_0_2_0.RDa",2,2,2,-5.66464776785181
"395","article_0_0_0_2_0.RDa",2,2,2,-6.08069377138256
"396","article_0_0_0_2_0.RDa",2,2,2,-6.82890006037792
"397","article_0_0_0_2_0.RDa",2,2,2,-6.49316674277564
"398","article_0_0_0_2_0.RDa",2,2,2,-6.60730208710035
"399","article_0_0_0_2_0.RDa",2,2,2,-6.95714249919535
"400","article_0_0_0_2_0.RDa",2,2,2,-6.88573779367587
"401","article_0_0_0_2_1.RDa",1,1,1,1.6094877957524
"402","article_0_0_0_2_1.RDa",1,1,1,-2.19673290424442
"403","article_0_0_0_2_1.RDa",1,1,1,-5.17171591473292
"404","article_0_0_0_2_1.RDa",1,1,1,-5.49717636962476
"405","article_0_0_0_2_1.RDa",1,1,1,-5.97406705381507
"406","article_0_0_0_2_1.RDa",1,1,1,-6.2846527420244
"407","article_0_0_0_2_1.RDa",1,1,1,-6.45221508562798
"408","article_0_0_0_2_1.RDa",1,1,1,-5.90643320585935
"409","article_0_0_0_2_1.RDa",1,1,1,-6.02970678533462
"410","article_0_0_0_2_1.RDa",1,1,1,-6.36922260107282
"411","article_0_0_0_2_1.RDa",1,1,2,1.05590086306208
"412","article_0_0_0_2_1.RDa",1,1,2,-3.66575759383813
