"","filename","species_tree","alignment","beast_run","state","nrbs"
"37","article_0_0_0_0_0.RDa",1,2,2,7,50.4732527552245
"38","article_0_0_0_0_0.RDa",1,2,2,8,42.3341715257187
"39","article_0_0_0_0_0.RDa",1,2,2,9,42.2537024082319
"40","article_0_0_0_0_0.RDa",1,2,2,10,42.7186736543118
"41","article_0_0_0_0_0.RDa",2,1,1,1,56.9682865925368
"42","article_0_0_0_0_0.RDa",2,1,1,2,50.4840378182563
"43","article_0_0_0_0_0.RDa",2,1,1,3,46.85667482673
"44","article_0_0_0_0_0.RDa",2,1,1,4,44.8086527699961
"45","article_0_0_0_0_0.RDa",2,1,1,5,43.3952512751688
"46","article_0_0_0_0_0.RDa",2,1,1,6,43.4985163011609
"47","article_0_0_0_0_0.RDa",2,1,1,7,43.2800190894856
"48","article_0_0_0_0_0.RDa",2,1,1,8,43.9402270620082
"49","article_0_0_0_0_0.RDa",2,1,1,9,44.2074454774392
"50","article_0_0_0_0_0.RDa",2,1,1,10,44.085297265513
"51","article_0_0_0_0_0.RDa",2,1,2,1,76.1449645343173
"52","article_0_0_0_0_0.RDa",2,1,2,2,45.6925733916676
"53","article_0_0_0_0_0.RDa",2,1,2,3,48.2726618860133
"54","article_0_0_0_0_0.RDa",2,1,2,4,45.0665230326253
"55","article_0_0_0_0_0.RDa",2,1,2,5,42.9254149583719
"56","article_0_0_0_0_0.RDa",2,1,2,6,43.3977815938922
"57","article_0_0_0_0_0.RDa",2,1,2,7,43.1816138473258
"58","article_0_0_0_0_0.RDa",2,1,2,8,43.8098177600008
"59","article_0_0_0_0_0.RDa",2,1,2,9,43.7882507346136
"60","article_0_0_0_0_0.RDa",2,1,2,10,43.9630353864669
"61","article_0_0_0_0_0.RDa",2,2,1,1,114.261142563125
"62","article_0_0_0_0_0.RDa",2,2,1,2,62.4171092760082
"63","article_0_0_0_0_0.RDa",2,2,1,3,49.5709400793664
"64","article_0_0_0_0_0.RDa",2,2,1,4,46.0258397829573
"65","article_0_0_0_0_0.RDa",2,2,1,5,45.1071511690715
"66","article_0_0_0_0_0.RDa",2,2,1,6,43.3373401509603
"67","article_0_0_0_0_0.RDa",2,2,1,7,43.8807397606114
"68","article_0_0_0_0_0.RDa",2,2,1,8,43.9511751703878
"69","article_0_0_0_0_0.RDa",2,2,1,9,44.0063898966833
"70","article_0_0_0_0_0.RDa",2,2,1,10,44.1089366907202
"71","article_0_0_0_0_0.RDa",2,2,2,1,52.3347325690068
"72","article_0_0_0_0_0.RDa",2,2,2,2,49.8815800415273
"73","article_0_0_0_0_0.RDa",2,2,2,3,47.5505185825244
"74","article_0_0_0_0_0.RDa",2,2,2,4,43.4323986019807
"75","article_0_0_0_0_0.RDa",2,2,2,5,43.1905811613213
"76","article_0_0_0_0_0.RDa",2,2,2,6,43.5991059477487
"77","article_0_0_0_0_0.RDa",2,2,2,7,43.8143995345233
"78","article_0_0_0_0_0.RDa",2,2,2,8,43.7648297400464
"79","article_0_0_0_0_0.RDa",2,2,2,9,44.1964827854571
"80","article_0_0_0_0_0.RDa",2,2,2,10,44.1017895547955
"81","article_0_0_0_0_1.RDa",1,1,1,1,327.831720582849
"82","article_0_0_0_0_1.RDa",1,1,1,2,119.097405159251
"83","article_0_0_0_0_1.RDa",1,1,1,3,78.0905668445676
"84","article_0_0_0_0_1.RDa",1,1,1,4,47.428253920864
"85","article_0_0_0_0_1.RDa",1,1,1,5,45.3106609390459
"86","article_0_0_0_0_1.RDa",1,1,1,6,42.631741430009
"87","article_0_0_0_0_1.RDa",1,1,1,7,41.9312505499744
"88","article_0_0_0_0_1.RDa",1,1,1,8,42.2877175289482
"89","article_0_0_0_0_1.RDa",1,1,1,9,42.7815636916607
"90","article_0_0_0_0_1.RDa",1,1,1,10,42.9798336371432
"91","article_0_0_0_0_1.RDa",1,1,2,1,106.963608445805
"92","article_0_0_0_0_1.RDa",1,1,2,2,65.1354260485378
"93","article_0_0_0_0_1.RDa",1,1,2,3,66.4909165136017
"94","article_0_0_0_0_1.RDa",1,1,2,4,62.9131916656148
"95","article_0_0_0_0_1.RDa",1,1,2,5,52.2434993712302
"96","article_0_0_0_0_1.RDa",1,1,2,6,41.7618359518477
"97","article_0_0_0_0_1.RDa",1,1,2,7,42.1052297907407
"98","article_0_0_0_0_1.RDa",1,1,2,8,42.3796255429294
"99","article_0_0_0_0_1.RDa",1,1,2,9,42.8244284853038
"100","article_0_0_0_0_1.RDa",1,1,2,10,42.5304442301583
"101","article_0_0_0_0_1.RDa",1,2,1,1,928.726472970399
"102","article_0_0_0_0_1.RDa",1,2,1,2,431.209102431636
"103","article_0_0_0_0_1.RDa",1,2,1,3,181.54406385024
"104","article_0_0_0_0_1.RDa",1,2,1,4,103.810838187587
"105","article_0_0_0_0_1.RDa",1,2,1,5,76.0012920911663
"106","article_0_0_0_0_1.RDa",1,2,1,6,88.4758224482883
"107","article_0_0_0_0_1.RDa",1,2,1,7,70.7370368463049
"108","article_0_0_0_0_1.RDa",1,2,1,8,65.5116546583372
"109","article_0_0_0_0_1.RDa",1,2,1,9,53.8595945734536
"110","article_0_0_0_0_1.RDa",1,2,1,10,44.8308025122577
"111","article_0_0_0_0_1.RDa",1,2,2,1,90.2899357425508
"112","article_0_0_0_0_1.RDa",1,2,2,2,76.763650221404
"113","article_0_0_0_0_1.RDa",1,2,2,3,62.2959715579295
"114","article_0_0_0_0_1.RDa",1,2,2,4,53.3828326880768
"115","article_0_0_0_0_1.RDa",1,2,2,5,44.7459038842831
"116","article_0_0_0_0_1.RDa",1,2,2,6,41.4638654919823
"117","article_0_0_0_0_1.RDa",1,2,2,7,42.1336024062718
"118","article_0_0_0_0_1.RDa",1,2,2,8,42.460689092739
"119","article_0_0_0_0_1.RDa",1,2,2,9,42.6816745380146
"120","article_0_0_0_0_1.RDa",1,2,2,10,43.3363321619647
"121","article_0_0_0_0_1.RDa",2,1,1,1,149.890978037172
"122","article_0_0_0_0_1.RDa",2,1,1,2,66.3044770252439
"123","article_0_0_0_0_1.RDa",2,1,1,3,46.9571438299313
"124","article_0_0_0_0_1.RDa",2,1,1,4,44.3653160429524
"125","article_0_0_0_0_1.RDa",2,1,1,5,43.2517842729543
"126","article_0_0_0_0_1.RDa",2,1,1,6,43.1757704952053
"127","article_0_0_0_0_1.RDa",2,1,1,7,43.1777017685398
"128","article_0_0_0_0_1.RDa",2,1,1,8,43.410794654036
"129","article_0_0_0_0_1.RDa",2,1,1,9,43.8486054124932
"130","article_0_0_0_0_1.RDa",2,1,1,10,44.1350851048842
"131","article_0_0_0_0_1.RDa",2,1,2,1,134.197171925415
"132","article_0_0_0_0_1.RDa",2,1,2,2,61.5637355320352
"133","article_0_0_0_0_1.RDa",2,1,2,3,44.2817299545714
"134","article_0_0_0_0_1.RDa",2,1,2,4,42.0599690915386
"135","article_0_0_0_0_1.RDa",2,1,2,5,42.6157862311848
"136","article_0_0_0_0_1.RDa",2,1,2,6,43.4489402754975
"137","article_0_0_0_0_1.RDa",2,1,2,7,43.4173916159634
"138","article_0_0_0_0_1.RDa",2,1,2,8,43.9566196221877
"139","article_0_0_0_0_1.RDa",2,1,2,9,44.3285829687581
"140","article_0_0_0_0_1.RDa",2,1,2,10,44.1728380744391
"141","article_0_0_0_0_1.RDa",2,2,1,1,318.345085204254
"142","article_0_0_0_0_1.RDa",2,2,1,2,144.933876531303
"143","article_0_0_0_0_1.RDa",2,2,1,3,84.3729251551685
"144","article_0_0_0_0_1.RDa",2,2,1,4,63.5453464545363
"145","article_0_0_0_0_1.RDa",2,2,1,5,92.5216454083791
"146","article_0_0_0_0_1.RDa",2,2,1,6,52.9290876137347
"147","article_0_0_0_0_1.RDa",2,2,1,7,54.0528695403097
"148","article_0_0_0_0_1.RDa",2,2,1,8,44.0747964269344
"149","article_0_0_0_0_1.RDa",2,2,1,9,43.5361258259799
"150","article_0_0_0_0_1.RDa",2,2,1,10,43.9116206567071
"151","article_0_0_0_0_1.RDa",2,2,2,1,621.755919807667
"152","article_0_0_0_0_1.RDa",2,2,2,2,235.221504673721
"153","article_0_0_0_0_1.RDa",2,2,2,3,103.577743316748
"154","article_0_0_0_0_1.RDa",2,2,2,4,132.405303273142
"155","article_0_0_0_0_1.RDa",2,2,2,5,124.833726781397
"156","article_0_0_0_0_1.RDa",2,2,2,6,77.9093008954087
"157","article_0_0_0_0_1.RDa",2,2,2,7,57.9538976520406
"158","article_0_0_0_0_1.RDa",2,2,2,8,63.4644676982621
"159","article_0_0_0_0_1.RDa",2,2,2,9,65.2097605894212
"160","article_0_0_0_0_1.RDa",2,2,2,10,43.7680869675504
"161","article_0_0_0_1_0.RDa",1,1,1,1,47.3106584819175
"162","article_0_0_0_1_0.RDa",1,1,1,2,47.3099144550747
"163","article_0_0_0_1_0.RDa",1,1,1,3,47.4092480843745
"164","article_0_0_0_1_0.RDa",1,1,1,4,47.3486023342017
"165","article_0_0_0_1_0.RDa",1,1,1,5,47.3560552856041
"166","article_0_0_0_1_0.RDa",1,1,1,6,47.3537151087979
"167","article_0_0_0_1_0.RDa",1,1,1,7,47.3552697112488
"168","article_0_0_0_1_0.RDa",1,1,1,8,47.3868992188568
"169","article_0_0_0_1_0.RDa",1,1,1,9,47.4063220762429
"170","article_0_0_0_1_0.RDa",1,1,1,10,47.3948346319677
"171","article_0_0_0_1_0.RDa",1,1,2,1,47.1924419787502
"172","article_0_0_0_1_0.RDa",1,1,2,2,47.2474967259032
"173","article_0_0_0_1_0.RDa",1,1,2,3,47.2820841610446
"174","article_0_0_0_1_0.RDa",1,1,2,4,47.3502638511489
"175","article_0_0_0_1_0.RDa",1,1,2,5,47.3822770205524
"176","article_0_0_0_1_0.RDa",1,1,2,6,47.3895769902793
"177","article_0_0_0_1_0.RDa",1,1,2,7,47.3817615011304
"178","article_0_0_0_1_0.RDa",1,1,2,8,47.4157956625892
"179","article_0_0_0_1_0.RDa",1,1,2,9,47.4017817090205
"180","article_0_0_0_1_0.RDa",1,1,2,10,47.436568338178
"181","article_0_0_0_1_0.RDa",1,2,1,1,47.2968602035525
"182","article_0_0_0_1_0.RDa",1,2,1,2,47.2680151201123
"183","article_0_0_0_1_0.RDa",1,2,1,3,47.307239707579
"184","article_0_0_0_1_0.RDa",1,2,1,4,47.3244555891746
"185","article_0_0_0_1_0.RDa",1,2,1,5,47.4098739467125
"186","article_0_0_0_1_0.RDa",1,2,1,6,47.3934416103968
"187","article_0_0_0_1_0.RDa",1,2,1,7,47.4388184910132
"188","article_0_0_0_1_0.RDa",1,2,1,8,47.4216394648847
"189","article_0_0_0_1_0.RDa",1,2,1,9,47.4268103817535
"190","article_0_0_0_1_0.RDa",1,2,1,10,47.4364372437308
"191","article_0_0_0_1_0.RDa",1,2,2,1,47.1808740435887
"192","article_0_0_0_1_0.RDa",1,2,2,2,47.1892892215122
"193","article_0_0_0_1_0.RDa",1,2,2,3,47.2312334283528
"194","article_0_0_0_1_0.RDa",1,2,2,4,47.2578745846051
"195","article_0_0_0_1_0.RDa",1,2,2,5,47.2858864555772
"196","article_0_0_0_1_0.RDa",1,2,2,6,47.3402075631769
"197","article_0_0_0_1_0.RDa",1,2,2,7,47.4016385101064
"198","article_0_0_0_1_0.RDa",1,2,2,8,47.406743041537
"199","article_0_0_0_1_0.RDa",1,2,2,9,47.4069771432087
"200","article_0_0_0_1_0.RDa",1,2,2,10,47.4475736936942
"201","article_0_0_0_1_0.RDa",2,1,1,1,48.7078297880188
"202","article_0_0_0_1_0.RDa",2,1,1,2,48.6844123665397
"203","article_0_0_0_1_0.RDa",2,1,1,3,48.712810599093
"204","article_0_0_0_1_0.RDa",2,1,1,4,48.7602675866616
"205","article_0_0_0_1_0.RDa",2,1,1,5,48.7953063467389
"206","article_0_0_0_1_0.RDa",2,1,1,6,48.7778035477602
"207","article_0_0_0_1_0.RDa",2,1,1,7,48.7758671117264
"208","article_0_0_0_1_0.RDa",2,1,1,8,48.8060316541528
"209","article_0_0_0_1_0.RDa",2,1,1,9,48.8265286757458
"210","article_0_0_0_1_0.RDa",2,1,1,10,48.8387972988712
"211","article_0_0_0_1_0.RDa",2,1,2,1,48.7203799920644
"212","article_0_0_0_1_0.RDa",2,1,2,2,48.6120234478279
"213","article_0_0_0_1_0.RDa",2,1,2,3,48.7090922739111
"214","article_0_0_0_1_0.RDa",2,1,2,4,48.7497404465049
"215","article_0_0_0_1_0.RDa",2,1,2,5,48.7780619828887
"216","article_0_0_0_1_0.RDa",2,1,2,6,48.8292680993101
"217","article_0_0_0_1_0.RDa",2,1,2,7,48.799411612331
"218","article_0_0_0_1_0.RDa",2,1,2,8,48.8636750871469
"219","article_0_0_0_1_0.RDa",2,1,2,9,48.8367614718145
"220","article_0_0_0_1_0.RDa",2,1,2,10,48.8567221120895
"221","article_0_0_0_1_0.RDa",2,2,1,1,48.6595237549452
"222","article_0_0_0_1_0.RDa",2,2,1,2,48.597077382275
"223","article_0_0_0_1_0.RDa",2,2,1,3,48.6021177328254
"224","article_0_0_0_1_0.RDa",2,2,1,4,48.629133688372
"225","article_0_0_0_1_0.RDa",2,2,1,5,48.6470097892555
"226","article_0_0_0_1_0.RDa",2,2,1,6,48.7779297936667
"227","article_0_0_0_1_0.RDa",2,2,1,7,48.7877537027142
"228","article_0_0_0_1_0.RDa",2,2,1,8,48.8117385278769
"229","article_0_0_0_1_0.RDa",2,2,1,9,48.7981103576814
"230","article_0_0_0_1_0.RDa",2,2,1,10,48.8029630834927
"231","article_0_0_0_1_0.RDa",2,2,2,1,48.6065391203367
"232","article_0_0_0_1_0.RDa",2,2,2,2,48.600266734879
"233","article_0_0_0_1_0.RDa",2,2,2,3,48.7076981758725
"234","article_0_0_0_1_0.RDa",2,2,2,4,48.6682875232627
"235","article_0_0_0_1_0.RDa",2,2,2,5,48.7236845225684
"236","article_0_0_0_1_0.RDa",2,2,2,6,48.7190165847365
"237","article_0_0_0_1_0.RDa",2,2,2,7,48.7246154373739
"238","article_0_0_0_1_0.RDa",2,2,2,8,48.7755150604405
"239","article_0_0_0_1_0.RDa",2,2,2,9,48.8189906859288
"240","article_0_0_0_1_0.RDa",2,2,2,10,48.8036804460702
"241","article_0_0_0_1_1.RDa",1,1,1,1,47.3270332864661
"242","article_0_0_0_1_1.RDa",1,1,1,2,47.2693165734206
"243","article_0_0_0_1_1.RDa",1,1,1,3,47.3555983971015
"244","article_0_0_0_1_1.RDa",1,1,1,4,47.3776317054389
"245","article_0_0_0_1_1.RDa",1,1,1,5,47.3592195350753
"246","article_0_0_0_1_1.RDa",1,1,1,6,47.3719576500664
"247","article_0_0_0_1_1.RDa",1,1,1,7,47.3665855593069
"248","article_0_0_0_1_1.RDa",1,1,1,8,47.3750791112451
"249","article_0_0_0_1_1.RDa",1,1,1,9,47.3974703915058
"250","article_0_0_0_1_1.RDa",1,1,1,10,47.4081670988717
"251","article_0_0_0_1_1.RDa",1,1,2,1,47.3277510527477
"252","article_0_0_0_1_1.RDa",1,1,2,2,47.3783938770932
"253","article_0_0_0_1_1.RDa",1,1,2,3,47.3942114038531
"254","article_0_0_0_1_1.RDa",1,1,2,4,47.3674486788179
"255","article_0_0_0_1_1.RDa",1,1,2,5,47.3403293804075
"256","article_0_0_0_1_1.RDa",1,1,2,6,47.3672801680234
"257","article_0_0_0_1_1.RDa",1,1,2,7,47.3719789589411
"258","article_0_0_0_1_1.RDa",1,1,2,8,47.3675822967796
"259","article_0_0_0_1_1.RDa",1,1,2,9,47.3950306615354
"260","article_0_0_0_1_1.RDa",1,1,2,10,47.4199441654539
"261","article_0_0_0_1_1.RDa",1,2,1,1,47.2902169860948
"262","article_0_0_0_1_1.RDa",1,2,1,2,47.2917227826796
"263","article_0_0_0_1_1.RDa",1,2,1,3,47.3226274709184
"264","article_0_0_0_1_1.RDa",1,2,1,4,47.3743228784836
"265","article_0_0_0_1_1.RDa",1,2,1,5,47.3687540752372
"266","article_0_0_0_1_1.RDa",1,2,1,6,47.3945587004088
"267","article_0_0_0_1_1.RDa",1,2,1,7,47.4284434630438
"268","article_0_0_0_1_1.RDa",1,2,1,8,47.4543067494652
"269","article_0_0_0_1_1.RDa",1,2,1,9,47.4232871878456
"270","article_0_0_0_1_1.RDa",1,2,1,10,47.4313902578241
"271","article_0_0_0_1_1.RDa",1,2,2,1,47.1905848427901
"272","article_0_0_0_1_1.RDa",1,2,2,2,47.255328737787
"273","article_0_0_0_1_1.RDa",1,2,2,3,47.2919301378805
"274","article_0_0_0_1_1.RDa",1,2,2,4,47.3490873056218
"275","article_0_0_0_1_1.RDa",1,2,2,5,47.3823984479598
"276","article_0_0_0_1_1.RDa",1,2,2,6,47.3687925498683
"277","article_0_0_0_1_1.RDa",1,2,2,7,47.402976058568
"278","article_0_0_0_1_1.RDa",1,2,2,8,47.3704723701509
"279","article_0_0_0_1_1.RDa",1,2,2,9,47.438339977849
"280","article_0_0_0_1_1.RDa",1,2,2,10,47.4382704886652
"281","article_0_0_0_1_1.RDa",2,1,1,1,48.6900576645208
"282","article_0_0_0_1_1.RDa",2,1,1,2,48.6774754673657
"283","article_0_0_0_1_1.RDa",2,1,1,3,48.6699778831418
"284","article_0_0_0_1_1.RDa",2,1,1,4,48.7519478181848
"285","article_0_0_0_1_1.RDa",2,1,1,5,48.8264284824556
"286","article_0_0_0_1_1.RDa",2,1,1,6,48.7768727505071
"287","article_0_0_0_1_1.RDa",2,1,1,7,48.7836810005537
"288","article_0_0_0_1_1.RDa",2,1,1,8,48.8263227798346
"289","article_0_0_0_1_1.RDa",2,1,1,9,48.8175384206288
"290","article_0_0_0_1_1.RDa",2,1,1,10,48.8319612315887
"291","article_0_0_0_1_1.RDa",2,1,2,1,48.6927736810108
"292","article_0_0_0_1_1.RDa",2,1,2,2,48.5940569536249
"293","article_0_0_0_1_1.RDa",2,1,2,3,48.7381398034053
"294","article_0_0_0_1_1.RDa",2,1,2,4,48.7227324753298
"295","article_0_0_0_1_1.RDa",2,1,2,5,48.7175546661983
"296","article_0_0_0_1_1.RDa",2,1,2,6,48.7501456961231
"297","article_0_0_0_1_1.RDa",2,1,2,7,48.7416968676523
"298","article_0_0_0_1_1.RDa",2,1,2,8,48.7719760588242
"299","article_0_0_0_1_1.RDa",2,1,2,9,48.7998642397071
"300","article_0_0_0_1_1.RDa",2,1,2,10,48.8175138303923
"301","article_0_0_0_1_1.RDa",2,2,1,1,48.5095162456153
"302","article_0_0_0_1_1.RDa",2,2,1,2,48.5412168374577
"303","article_0_0_0_1_1.RDa",2,2,1,3,48.6194659179104
"304","article_0_0_0_1_1.RDa",2,2,1,4,48.7072120370438
"305","article_0_0_0_1_1.RDa",2,2,1,5,48.7091357711236
"306","article_0_0_0_1_1.RDa",2,2,1,6,48.7028173782249
"307","article_0_0_0_1_1.RDa",2,2,1,7,48.7719723986771
"308","article_0_0_0_1_1.RDa",2,2,1,8,48.7993809338775
"309","article_0_0_0_1_1.RDa",2,2,1,9,48.8034777720325
"310","article_0_0_0_1_1.RDa",2,2,1,10,48.7935017752597
"311","article_0_0_0_1_1.RDa",2,2,2,1,48.6912652157977
"312","article_0_0_0_1_1.RDa",2,2,2,2,48.6806196799586
"313","article_0_0_0_1_1.RDa",2,2,2,3,48.6884267442668
"314","article_0_0_0_1_1.RDa",2,2,2,4,48.7242876505154
"315","article_0_0_0_1_1.RDa",2,2,2,5,48.7783706923895
"316","article_0_0_0_1_1.RDa",2,2,2,6,48.7606915986101
"317","article_0_0_0_1_1.RDa",2,2,2,7,48.7539940666601
"318","article_0_0_0_1_1.RDa",2,2,2,8,48.8225916858604
"319","article_0_0_0_1_1.RDa",2,2,2,9,48.8119534822979
"320","article_0_0_0_1_1.RDa",2,2,2,10,48.833332192616
"321","article_0_0_0_2_0.RDa",1,1,1,1,47.8618660827054
"322","article_0_0_0_2_0.RDa",1,1,1,2,47.8639871471257
"323","article_0_0_0_2_0.RDa",1,1,1,3,47.873794827608
"324","article_0_0_0_2_0.RDa",1,1,1,4,47.8696768351302
"325","article_0_0_0_2_0.RDa",1,1,1,5,47.8695535385331
"326","article_0_0_0_2_0.RDa",1,1,1,6,47.8703377943597
"327","article_0_0_0_2_0.RDa",1,1,1,7,47.8742185264968
"328","article_0_0_0_2_0.RDa",1,1,1,8,47.8716663160793
"329","article_0_0_0_2_0.RDa",1,1,1,9,47.8702439764178
"330","article_0_0_0_2_0.RDa",1,1,1,10,47.8743665534874
"331","article_0_0_0_2_0.RDa",1,1,2,1,47.8501858812509
"332","article_0_0_0_2_0.RDa",1,1,2,2,47.8697130919472
"333","article_0_0_0_2_0.RDa",1,1,2,3,47.87294097098
"334","article_0_0_0_2_0.RDa",1,1,2,4,47.874705968502
"335","article_0_0_0_2_0.RDa",1,1,2,5,47.8727059824032
"336","article_0_0_0_2_0.RDa",1,1,2,6,47.876812520048
"337","article_0_0_0_2_0.RDa",1,1,2,7,47.8720615884978
"338","article_0_0_0_2_0.RDa",1,1,2,8,47.8755467221899
"339","article_0_0_0_2_0.RDa",1,1,2,9,47.8762351092361
"340","article_0_0_0_2_0.RDa",1,1,2,10,47.8773807432965
"341","article_0_0_0_2_0.RDa",1,2,1,1,47.8746584204692
"342","article_0_0_0_2_0.RDa",1,2,1,2,47.8727538982488
"343","article_0_0_0_2_0.RDa",1,2,1,3,47.871932940417
"344","article_0_0_0_2_0.RDa",1,2,1,4,47.8668219988028
"345","article_0_0_0_2_0.RDa",1,2,1,5,47.8682915871209
"346","article_0_0_0_2_0.RDa",1,2,1,6,47.8719400628197
"347","article_0_0_0_2_0.RDa",1,2,1,7,47.8739847129204
"348","article_0_0_0_2_0.RDa",1,2,1,8,47.8731770298282
"349","article_0_0_0_2_0.RDa",1,2,1,9,47.8764485771669
"350","article_0_0_0_2_0.RDa",1,2,1,10,47.8730255460336
"351","article_0_0_0_2_0.RDa",1,2,2,1,47.8733898066184
"352","article_0_0_0_2_0.RDa",1,2,2,2,47.8691820869794
"353","article_0_0_0_2_0.RDa",1,2,2,3,47.8651803771161
"354","article_0_0_0_2_0.RDa",1,2,2,4,47.8693813436737
"355","article_0_0_0_2_0.RDa",1,2,2,5,47.8703082243847
"356","article_0_0_0_2_0.RDa",1,2,2,6,47.8723756737581
"357","article_0_0_0_2_0.RDa",1,2,2,7,47.8754527245419
"358","article_0_0_0_2_0.RDa",1,2,2,8,47.8750867801548
"359","article_0_0_0_2_0.RDa",1,2,2,9,47.8743252003048
"360","article_0_0_0_2_0.RDa",1,2,2,10,47.8768390666007
"361","article_0_0_0_2_0.RDa",2,1,1,1,49.2932090471562
"362","article_0_0_0_2_0.RDa",2,1,1,2,49.2768076901455
"363","article_0_0_0_2_0.RDa",2,1,1,3,49.2700912271301
"364","article_0_0_0_2_0.RDa",2,1,1,4,49.2692555415143
"365","article_0_0_0_2_0.RDa",2,1,1,5,49.2745332268887
"366","article_0_0_0_2_0.RDa",2,1,1,6,49.2787662312109
"367","article_0_0_0_2_0.RDa",2,1,1,7,49.27540507635
"368","article_0_0_0_2_0.RDa",2,1,1,8,49.2812189076353
"369","article_0_0_0_2_0.RDa",2,1,1,9,49.2812831443573
"370","article_0_0_0_2_0.RDa",2,1,1,10,49.2820345145742
"371","article_0_0_0_2_0.RDa",2,1,2,1,49.2771615270106
"372","article_0_0_0_2_0.RDa",2,1,2,2,49.2688151368313
"373","article_0_0_0_2_0.RDa",2,1,2,3,49.26918277337
"374","article_0_0_0_2_0.RDa",2,1,2,4,49.272251922671
"375","article_0_0_0_2_0.RDa",2,1,2,5,49.2757923482609
"376","article_0_0_0_2_0.RDa",2,1,2,6,49.2738924147681
"377","article_0_0_0_2_0.RDa",2,1,2,7,49.2744584151803
"378","article_0_0_0_2_0.RDa",2,1,2,8,49.2780201990847
"379","article_0_0_0_2_0.RDa",2,1,2,9,49.2771439632314
"380","article_0_0_0_2_0.RDa",2,1,2,10,49.2764653515938
"381","article_0_0_0_2_0.RDa",2,2,1,1,49.2695439806276
"382","article_0_0_0_2_0.RDa",2,2,1,2,49.2637375174811
"383","article_0_0_0_2_0.RDa",2,2,1,3,49.2620552586589
"384","article_0_0_0_2_0.RDa",2,2,1,4,49.2636460777384
"385","article_0_0_0_2_0.RDa",2,2,1,5,49.2684679514126
"386","article_0_0_0_2_0.RDa",2,2,1,6,49.2705653044058
"387","article_0_0_0_2_0.RDa",2,2,1,7,49.2699764618606
"388","article_0_0_0_2_0.RDa",2,2,1,8,49.2739852796903
"389","article_0_0_0_2_0.RDa",2,2,1,9,49.27630801119
"390","article_0_0_0_2_0.RDa",2,2,1,10,49.2731649550671
"391","article_0_0_0_2_0.RDa",2,2,2,1,49.2668906852767
"392","article_0_0_0_2_0.RDa",2,2,2,2,49.2568420236182
"393","article_0_0_0_2_0.RDa",2,2,2,3,49.2575327362625
"394","article_0_0_0_2_0.RDa",2,2,2,4,49.2620643836472
"395","article_0_0_0_2_0.RDa",2,2,2,5,49.2687856583212
"396","article_0_0_0_2_0.RDa",2,2,2,6,49.2657254195682
"397","article_0_0_0_2_0.RDa",2,2,2,7,49.2695192846681
"398","article_0_0_0_2_0.RDa",2,2,2,8,49.2687160582776
"399","article_0_0_0_2_0.RDa",2,2,2,9,49.2719488654359
