"","filename","species_tree","alignment","beast_run","state","t","nltt"
"106","toy_example_1.RDa",1,1,1,10,0.6,0.4375
"107","toy_example_1.RDa",1,1,1,10,0.7,0.46875
"108","toy_example_1.RDa",1,1,1,10,0.8,0.59375
"109","toy_example_1.RDa",1,1,1,10,0.9,0.78125
"110","toy_example_1.RDa",1,1,1,10,1,1
"111","toy_example_1.RDa",2,1,1,1,0,0.0625
"112","toy_example_1.RDa",2,1,1,1,0.1,0.125
"113","toy_example_1.RDa",2,1,1,1,0.2,0.1875
"114","toy_example_1.RDa",2,1,1,1,0.3,0.25
"115","toy_example_1.RDa",2,1,1,1,0.4,0.3125
"116","toy_example_1.RDa",2,1,1,1,0.5,0.4375
"117","toy_example_1.RDa",2,1,1,1,0.6,0.53125
"118","toy_example_1.RDa",2,1,1,1,0.7,0.65625
"119","toy_example_1.RDa",2,1,1,1,0.8,0.84375
"120","toy_example_1.RDa",2,1,1,1,0.9,1
"121","toy_example_1.RDa",2,1,1,1,1,1
"122","toy_example_1.RDa",2,1,1,2,0,0.0625
"123","toy_example_1.RDa",2,1,1,2,0.1,0.0625
"124","toy_example_1.RDa",2,1,1,2,0.2,0.09375
"125","toy_example_1.RDa",2,1,1,2,0.3,0.21875
"126","toy_example_1.RDa",2,1,1,2,0.4,0.21875
"127","toy_example_1.RDa",2,1,1,2,0.5,0.40625
"128","toy_example_1.RDa",2,1,1,2,0.6,0.5
"129","toy_example_1.RDa",2,1,1,2,0.7,0.65625
"130","toy_example_1.RDa",2,1,1,2,0.8,0.8125
"131","toy_example_1.RDa",2,1,1,2,0.9,0.90625
"132","toy_example_1.RDa",2,1,1,2,1,1
"133","toy_example_1.RDa",2,1,1,3,0,0.0625
"134","toy_example_1.RDa",2,1,1,3,0.1,0.0625
"135","toy_example_1.RDa",2,1,1,3,0.2,0.0625
"136","toy_example_1.RDa",2,1,1,3,0.3,0.1875
"137","toy_example_1.RDa",2,1,1,3,0.4,0.21875
"138","toy_example_1.RDa",2,1,1,3,0.5,0.34375
"139","toy_example_1.RDa",2,1,1,3,0.6,0.40625
"140","toy_example_1.RDa",2,1,1,3,0.7,0.5
"141","toy_example_1.RDa",2,1,1,3,0.8,0.625
"142","toy_example_1.RDa",2,1,1,3,0.9,0.875
"143","toy_example_1.RDa",2,1,1,3,1,1
"144","toy_example_1.RDa",2,1,1,4,0,0.0625
"145","toy_example_1.RDa",2,1,1,4,0.1,0.09375
"146","toy_example_1.RDa",2,1,1,4,0.2,0.125
"147","toy_example_1.RDa",2,1,1,4,0.3,0.15625
"148","toy_example_1.RDa",2,1,1,4,0.4,0.15625
"149","toy_example_1.RDa",2,1,1,4,0.5,0.28125
"150","toy_example_1.RDa",2,1,1,4,0.6,0.40625
"151","toy_example_1.RDa",2,1,1,4,0.7,0.46875
"152","toy_example_1.RDa",2,1,1,4,0.8,0.59375
"153","toy_example_1.RDa",2,1,1,4,0.9,0.8125
"154","toy_example_1.RDa",2,1,1,4,1,1
"155","toy_example_1.RDa",2,1,1,5,0,0.0625
"156","toy_example_1.RDa",2,1,1,5,0.1,0.09375
"157","toy_example_1.RDa",2,1,1,5,0.2,0.125
"158","toy_example_1.RDa",2,1,1,5,0.3,0.125
"159","toy_example_1.RDa",2,1,1,5,0.4,0.15625
"160","toy_example_1.RDa",2,1,1,5,0.5,0.28125
"161","toy_example_1.RDa",2,1,1,5,0.6,0.40625
"162","toy_example_1.RDa",2,1,1,5,0.7,0.4375
"163","toy_example_1.RDa",2,1,1,5,0.8,0.53125
"164","toy_example_1.RDa",2,1,1,5,0.9,0.78125
"165","toy_example_1.RDa",2,1,1,5,1,1
"166","toy_example_1.RDa",2,1,1,6,0,0.0625
"167","toy_example_1.RDa",2,1,1,6,0.1,0.09375
"168","toy_example_1.RDa",2,1,1,6,0.2,0.09375
"169","toy_example_1.RDa",2,1,1,6,0.3,0.125
"170","toy_example_1.RDa",2,1,1,6,0.4,0.15625
"171","toy_example_1.RDa",2,1,1,6,0.5,0.28125
"172","toy_example_1.RDa",2,1,1,6,0.6,0.34375
"173","toy_example_1.RDa",2,1,1,6,0.7,0.4375
"174","toy_example_1.RDa",2,1,1,6,0.8,0.53125
"175","toy_example_1.RDa",2,1,1,6,0.9,0.8125
"176","toy_example_1.RDa",2,1,1,6,1,1
"177","toy_example_1.RDa",2,1,1,7,0,0.0625
"178","toy_example_1.RDa",2,1,1,7,0.1,0.09375
"179","toy_example_1.RDa",2,1,1,7,0.2,0.09375
"180","toy_example_1.RDa",2,1,1,7,0.3,0.09375
"181","toy_example_1.RDa",2,1,1,7,0.4,0.21875
"182","toy_example_1.RDa",2,1,1,7,0.5,0.25
"183","toy_example_1.RDa",2,1,1,7,0.6,0.34375
"184","toy_example_1.RDa",2,1,1,7,0.7,0.46875
"185","toy_example_1.RDa",2,1,1,7,0.8,0.53125
"186","toy_example_1.RDa",2,1,1,7,0.9,0.78125
"187","toy_example_1.RDa",2,1,1,7,1,1
"188","toy_example_1.RDa",2,1,1,8,0,0.0625
"189","toy_example_1.RDa",2,1,1,8,0.1,0.09375
"190","toy_example_1.RDa",2,1,1,8,0.2,0.09375
"191","toy_example_1.RDa",2,1,1,8,0.3,0.125
"192","toy_example_1.RDa",2,1,1,8,0.4,0.21875
"193","toy_example_1.RDa",2,1,1,8,0.5,0.3125
"194","toy_example_1.RDa",2,1,1,8,0.6,0.34375
"195","toy_example_1.RDa",2,1,1,8,0.7,0.46875
"196","toy_example_1.RDa",2,1,1,8,0.8,0.59375
"197","toy_example_1.RDa",2,1,1,8,0.9,0.78125
"198","toy_example_1.RDa",2,1,1,8,1,1
"199","toy_example_1.RDa",2,1,1,9,0,0.0625
"200","toy_example_1.RDa",2,1,1,9,0.1,0.09375
"201","toy_example_1.RDa",2,1,1,9,0.2,0.09375
"202","toy_example_1.RDa",2,1,1,9,0.3,0.125
"203","toy_example_1.RDa",2,1,1,9,0.4,0.21875
"204","toy_example_1.RDa",2,1,1,9,0.5,0.28125
"205","toy_example_1.RDa",2,1,1,9,0.6,0.375
"206","toy_example_1.RDa",2,1,1,9,0.7,0.46875
"207","toy_example_1.RDa",2,1,1,9,0.8,0.59375
"208","toy_example_1.RDa",2,1,1,9,0.9,0.8125
"209","toy_example_1.RDa",2,1,1,9,1,1
"210","toy_example_1.RDa",2,1,1,10,0,0.0625
"211","toy_example_1.RDa",2,1,1,10,0.1,0.09375
"212","toy_example_1.RDa",2,1,1,10,0.2,0.09375
"213","toy_example_1.RDa",2,1,1,10,0.3,0.09375
"214","toy_example_1.RDa",2,1,1,10,0.4,0.21875
"215","toy_example_1.RDa",2,1,1,10,0.5,0.28125
"216","toy_example_1.RDa",2,1,1,10,0.6,0.34375
"217","toy_example_1.RDa",2,1,1,10,0.7,0.5
"218","toy_example_1.RDa",2,1,1,10,0.8,0.5625
"219","toy_example_1.RDa",2,1,1,10,0.9,0.8125
"220","toy_example_1.RDa",2,1,1,10,1,1
"221","toy_example_2.RDa",1,1,1,1,0,0.166666666666667
"222","toy_example_2.RDa",1,1,1,1,0.1,0.166666666666667
"223","toy_example_2.RDa",1,1,1,1,0.2,0.333333333333333
"224","toy_example_2.RDa",1,1,1,1,0.3,0.416666666666667
"225","toy_example_2.RDa",1,1,1,1,0.4,0.5
"226","toy_example_2.RDa",1,1,1,1,0.5,0.583333333333333
"227","toy_example_2.RDa",1,1,1,1,0.6,0.833333333333333
"228","toy_example_2.RDa",1,1,1,1,0.7,1
"229","toy_example_2.RDa",1,1,1,1,0.8,1
"230","toy_example_2.RDa",1,1,1,1,0.9,1
"231","toy_example_2.RDa",1,1,1,1,1,1
"232","toy_example_2.RDa",1,1,1,2,0,0.166666666666667
"233","toy_example_2.RDa",1,1,1,2,0.1,0.166666666666667
"234","toy_example_2.RDa",1,1,1,2,0.2,0.333333333333333
"235","toy_example_2.RDa",1,1,1,2,0.3,0.416666666666667
"236","toy_example_2.RDa",1,1,1,2,0.4,0.666666666666667
"237","toy_example_2.RDa",1,1,1,2,0.5,0.75
"238","toy_example_2.RDa",1,1,1,2,0.6,0.833333333333333
"239","toy_example_2.RDa",1,1,1,2,0.7,0.916666666666667
"240","toy_example_2.RDa",1,1,1,2,0.8,1
"241","toy_example_2.RDa",1,1,1,2,0.9,1
"242","toy_example_2.RDa",1,1,1,2,1,1
"243","toy_example_2.RDa",1,1,1,3,0,0.166666666666667
"244","toy_example_2.RDa",1,1,1,3,0.1,0.333333333333333
"245","toy_example_2.RDa",1,1,1,3,0.2,0.5
"246","toy_example_2.RDa",1,1,1,3,0.3,0.583333333333333
"247","toy_example_2.RDa",1,1,1,3,0.4,0.666666666666667
"248","toy_example_2.RDa",1,1,1,3,0.5,0.75
"249","toy_example_2.RDa",1,1,1,3,0.6,0.916666666666667
"250","toy_example_2.RDa",1,1,1,3,0.7,0.916666666666667
"251","toy_example_2.RDa",1,1,1,3,0.8,1
"252","toy_example_2.RDa",1,1,1,3,0.9,1
"253","toy_example_2.RDa",1,1,1,3,1,1
"254","toy_example_2.RDa",1,1,1,4,0,0.166666666666667
"255","toy_example_2.RDa",1,1,1,4,0.1,0.25
"256","toy_example_2.RDa",1,1,1,4,0.2,0.416666666666667
"257","toy_example_2.RDa",1,1,1,4,0.3,0.583333333333333
"258","toy_example_2.RDa",1,1,1,4,0.4,0.75
"259","toy_example_2.RDa",1,1,1,4,0.5,0.75
"260","toy_example_2.RDa",1,1,1,4,0.6,0.833333333333333
"261","toy_example_2.RDa",1,1,1,4,0.7,1
"262","toy_example_2.RDa",1,1,1,4,0.8,1
"263","toy_example_2.RDa",1,1,1,4,0.9,1
"264","toy_example_2.RDa",1,1,1,4,1,1
"265","toy_example_2.RDa",1,1,1,5,0,0.166666666666667
"266","toy_example_2.RDa",1,1,1,5,0.1,0.416666666666667
"267","toy_example_2.RDa",1,1,1,5,0.2,0.416666666666667
"268","toy_example_2.RDa",1,1,1,5,0.3,0.666666666666667
"269","toy_example_2.RDa",1,1,1,5,0.4,0.666666666666667
"270","toy_example_2.RDa",1,1,1,5,0.5,0.833333333333333
"271","toy_example_2.RDa",1,1,1,5,0.6,0.916666666666667
"272","toy_example_2.RDa",1,1,1,5,0.7,1
"273","toy_example_2.RDa",1,1,1,5,0.8,1
"274","toy_example_2.RDa",1,1,1,5,0.9,1
"275","toy_example_2.RDa",1,1,1,5,1,1
"276","toy_example_2.RDa",1,1,1,6,0,0.166666666666667
"277","toy_example_2.RDa",1,1,1,6,0.1,0.166666666666667
"278","toy_example_2.RDa",1,1,1,6,0.2,0.333333333333333
"279","toy_example_2.RDa",1,1,1,6,0.3,0.5
"280","toy_example_2.RDa",1,1,1,6,0.4,0.666666666666667
"281","toy_example_2.RDa",1,1,1,6,0.5,0.833333333333333
"282","toy_example_2.RDa",1,1,1,6,0.6,0.833333333333333
"283","toy_example_2.RDa",1,1,1,6,0.7,0.916666666666667
"284","toy_example_2.RDa",1,1,1,6,0.8,1
"285","toy_example_2.RDa",1,1,1,6,0.9,1
"286","toy_example_2.RDa",1,1,1,6,1,1
"287","toy_example_2.RDa",1,1,1,7,0,0.166666666666667
"288","toy_example_2.RDa",1,1,1,7,0.1,0.333333333333333
"289","toy_example_2.RDa",1,1,1,7,0.2,0.416666666666667
"290","toy_example_2.RDa",1,1,1,7,0.3,0.666666666666667
"291","toy_example_2.RDa",1,1,1,7,0.4,0.666666666666667
"292","toy_example_2.RDa",1,1,1,7,0.5,0.833333333333333
"293","toy_example_2.RDa",1,1,1,7,0.6,0.833333333333333
"294","toy_example_2.RDa",1,1,1,7,0.7,1
"295","toy_example_2.RDa",1,1,1,7,0.8,1
"296","toy_example_2.RDa",1,1,1,7,0.9,1
"297","toy_example_2.RDa",1,1,1,7,1,1
"298","toy_example_2.RDa",1,1,1,8,0,0.166666666666667
"299","toy_example_2.RDa",1,1,1,8,0.1,0.333333333333333
"300","toy_example_2.RDa",1,1,1,8,0.2,0.416666666666667
"301","toy_example_2.RDa",1,1,1,8,0.3,0.666666666666667
"302","toy_example_2.RDa",1,1,1,8,0.4,0.666666666666667
"303","toy_example_2.RDa",1,1,1,8,0.5,0.75
"304","toy_example_2.RDa",1,1,1,8,0.6,0.916666666666667
"305","toy_example_2.RDa",1,1,1,8,0.7,0.916666666666667
"306","toy_example_2.RDa",1,1,1,8,0.8,1
"307","toy_example_2.RDa",1,1,1,8,0.9,1
"308","toy_example_2.RDa",1,1,1,8,1,1
"309","toy_example_2.RDa",1,1,1,9,0,0.166666666666667
"310","toy_example_2.RDa",1,1,1,9,0.1,0.416666666666667
"311","toy_example_2.RDa",1,1,1,9,0.2,0.5
"312","toy_example_2.RDa",1,1,1,9,0.3,0.666666666666667
"313","toy_example_2.RDa",1,1,1,9,0.4,0.666666666666667
"314","toy_example_2.RDa",1,1,1,9,0.5,0.75
"315","toy_example_2.RDa",1,1,1,9,0.6,0.833333333333333
"316","toy_example_2.RDa",1,1,1,9,0.7,0.916666666666667
"317","toy_example_2.RDa",1,1,1,9,0.8,1
"318","toy_example_2.RDa",1,1,1,9,0.9,1
"319","toy_example_2.RDa",1,1,1,9,1,1
"320","toy_example_2.RDa",1,1,1,10,0,0.166666666666667
"321","toy_example_2.RDa",1,1,1,10,0.1,0.166666666666667
"322","toy_example_2.RDa",1,1,1,10,0.2,0.333333333333333
"323","toy_example_2.RDa",1,1,1,10,0.3,0.5
"324","toy_example_2.RDa",1,1,1,10,0.4,0.666666666666667
"325","toy_example_2.RDa",1,1,1,10,0.5,0.833333333333333
"326","toy_example_2.RDa",1,1,1,10,0.6,0.833333333333333
"327","toy_example_2.RDa",1,1,1,10,0.7,0.916666666666667
"328","toy_example_2.RDa",1,1,1,10,0.8,1
"329","toy_example_2.RDa",1,1,1,10,0.9,1
"330","toy_example_2.RDa",1,1,1,10,1,1
"331","toy_example_2.RDa",2,1,1,1,0,0.166666666666667
"332","toy_example_2.RDa",2,1,1,1,0.1,0.166666666666667
"333","toy_example_2.RDa",2,1,1,1,0.2,0.166666666666667
"334","toy_example_2.RDa",2,1,1,1,0.3,0.25
"335","toy_example_2.RDa",2,1,1,1,0.4,0.5
"336","toy_example_2.RDa",2,1,1,1,0.5,0.5
"337","toy_example_2.RDa",2,1,1,1,0.6,0.833333333333333
"338","toy_example_2.RDa",2,1,1,1,0.7,0.833333333333333
"339","toy_example_2.RDa",2,1,1,1,0.8,0.916666666666667
"340","toy_example_2.RDa",2,1,1,1,0.9,1
"341","toy_example_2.RDa",2,1,1,1,1,1
"342","toy_example_2.RDa",2,1,1,2,0,0.166666666666667
"343","toy_example_2.RDa",2,1,1,2,0.1,0.416666666666667
"344","toy_example_2.RDa",2,1,1,2,0.2,0.583333333333333
"345","toy_example_2.RDa",2,1,1,2,0.3,0.75
"346","toy_example_2.RDa",2,1,1,2,0.4,0.833333333333333
"347","toy_example_2.RDa",2,1,1,2,0.5,0.833333333333333
"348","toy_example_2.RDa",2,1,1,2,0.6,0.833333333333333
"349","toy_example_2.RDa",2,1,1,2,0.7,0.916666666666667
"350","toy_example_2.RDa",2,1,1,2,0.8,1
"351","toy_example_2.RDa",2,1,1,2,0.9,1
"352","toy_example_2.RDa",2,1,1,2,1,1
"353","toy_example_2.RDa",2,1,1,3,0,0.166666666666667
"354","toy_example_2.RDa",2,1,1,3,0.1,0.166666666666667
"355","toy_example_2.RDa",2,1,1,3,0.2,0.5
"356","toy_example_2.RDa",2,1,1,3,0.3,0.666666666666667
"357","toy_example_2.RDa",2,1,1,3,0.4,0.666666666666667
"358","toy_example_2.RDa",2,1,1,3,0.5,0.833333333333333
"359","toy_example_2.RDa",2,1,1,3,0.6,0.833333333333333
"360","toy_example_2.RDa",2,1,1,3,0.7,0.833333333333333
"361","toy_example_2.RDa",2,1,1,3,0.8,0.916666666666667
"362","toy_example_2.RDa",2,1,1,3,0.9,1
"363","toy_example_2.RDa",2,1,1,3,1,1
"364","toy_example_2.RDa",2,1,1,4,0,0.166666666666667
"365","toy_example_2.RDa",2,1,1,4,0.1,0.166666666666667
"366","toy_example_2.RDa",2,1,1,4,0.2,0.5
"367","toy_example_2.RDa",2,1,1,4,0.3,0.666666666666667
"368","toy_example_2.RDa",2,1,1,4,0.4,0.75
"369","toy_example_2.RDa",2,1,1,4,0.5,0.833333333333333
"370","toy_example_2.RDa",2,1,1,4,0.6,0.833333333333333
"371","toy_example_2.RDa",2,1,1,4,0.7,0.916666666666667
"372","toy_example_2.RDa",2,1,1,4,0.8,1
"373","toy_example_2.RDa",2,1,1,4,0.9,1
"374","toy_example_2.RDa",2,1,1,4,1,1
"375","toy_example_2.RDa",2,1,1,5,0,0.166666666666667
"376","toy_example_2.RDa",2,1,1,5,0.1,0.25
"377","toy_example_2.RDa",2,1,1,5,0.2,0.416666666666667
"378","toy_example_2.RDa",2,1,1,5,0.3,0.583333333333333
"379","toy_example_2.RDa",2,1,1,5,0.4,0.75
"380","toy_example_2.RDa",2,1,1,5,0.5,0.833333333333333
"381","toy_example_2.RDa",2,1,1,5,0.6,0.833333333333333
"382","toy_example_2.RDa",2,1,1,5,0.7,0.833333333333333
"383","toy_example_2.RDa",2,1,1,5,0.8,1
"384","toy_example_2.RDa",2,1,1,5,0.9,1
"385","toy_example_2.RDa",2,1,1,5,1,1
"386","toy_example_2.RDa",2,1,1,6,0,0.166666666666667
"387","toy_example_2.RDa",2,1,1,6,0.1,0.166666666666667
"388","toy_example_2.RDa",2,1,1,6,0.2,0.5
"389","toy_example_2.RDa",2,1,1,6,0.3,0.666666666666667
"390","toy_example_2.RDa",2,1,1,6,0.4,0.75
"391","toy_example_2.RDa",2,1,1,6,0.5,0.75
"392","toy_example_2.RDa",2,1,1,6,0.6,0.833333333333333
"393","toy_example_2.RDa",2,1,1,6,0.7,0.916666666666667
"394","toy_example_2.RDa",2,1,1,6,0.8,1
"395","toy_example_2.RDa",2,1,1,6,0.9,1
"396","toy_example_2.RDa",2,1,1,6,1,1
"397","toy_example_2.RDa",2,1,1,7,0,0.166666666666667
"398","toy_example_2.RDa",2,1,1,7,0.1,0.166666666666667
"399","toy_example_2.RDa",2,1,1,7,0.2,0.166666666666667
"400","toy_example_2.RDa",2,1,1,7,0.3,0.666666666666667
"401","toy_example_2.RDa",2,1,1,7,0.4,0.75
"402","toy_example_2.RDa",2,1,1,7,0.5,0.75
"403","toy_example_2.RDa",2,1,1,7,0.6,0.75
"404","toy_example_2.RDa",2,1,1,7,0.7,0.833333333333333
"405","toy_example_2.RDa",2,1,1,7,0.8,1
"406","toy_example_2.RDa",2,1,1,7,0.9,1
"407","toy_example_2.RDa",2,1,1,7,1,1
"408","toy_example_2.RDa",2,1,1,8,0,0.166666666666667
"409","toy_example_2.RDa",2,1,1,8,0.1,0.416666666666667
"410","toy_example_2.RDa",2,1,1,8,0.2,0.583333333333333
"411","toy_example_2.RDa",2,1,1,8,0.3,0.583333333333333
"412","toy_example_2.RDa",2,1,1,8,0.4,0.75
"413","toy_example_2.RDa",2,1,1,8,0.5,0.833333333333333
"414","toy_example_2.RDa",2,1,1,8,0.6,0.833333333333333
"415","toy_example_2.RDa",2,1,1,8,0.7,0.833333333333333
"416","toy_example_2.RDa",2,1,1,8,0.8,1
"417","toy_example_2.RDa",2,1,1,8,0.9,1
"418","toy_example_2.RDa",2,1,1,8,1,1
"419","toy_example_2.RDa",2,1,1,9,0,0.166666666666667
"420","toy_example_2.RDa",2,1,1,9,0.1,0.333333333333333
"421","toy_example_2.RDa",2,1,1,9,0.2,0.5
"422","toy_example_2.RDa",2,1,1,9,0.3,0.666666666666667
"423","toy_example_2.RDa",2,1,1,9,0.4,0.75
"424","toy_example_2.RDa",2,1,1,9,0.5,0.833333333333333
"425","toy_example_2.RDa",2,1,1,9,0.6,0.833333333333333
"426","toy_example_2.RDa",2,1,1,9,0.7,1
"427","toy_example_2.RDa",2,1,1,9,0.8,1
"428","toy_example_2.RDa",2,1,1,9,0.9,1
"429","toy_example_2.RDa",2,1,1,9,1,1
"430","toy_example_2.RDa",2,1,1,10,0,0.166666666666667
"431","toy_example_2.RDa",2,1,1,10,0.1,0.416666666666667
"432","toy_example_2.RDa",2,1,1,10,0.2,0.5
"433","toy_example_2.RDa",2,1,1,10,0.3,0.583333333333333
"434","toy_example_2.RDa",2,1,1,10,0.4,0.833333333333333
"435","toy_example_2.RDa",2,1,1,10,0.5,0.833333333333333
"436","toy_example_2.RDa",2,1,1,10,0.6,0.833333333333333
"437","toy_example_2.RDa",2,1,1,10,0.7,1
"438","toy_example_2.RDa",2,1,1,10,0.8,1
"439","toy_example_2.RDa",2,1,1,10,0.9,1
"440","toy_example_2.RDa",2,1,1,10,1,1
"441","toy_example_3.RDa",1,1,1,1,0,0.0571428571428571
"442","toy_example_3.RDa",1,1,1,1,0.1,0.0571428571428571
"443","toy_example_3.RDa",1,1,1,1,0.2,0.0571428571428571
"444","toy_example_3.RDa",1,1,1,1,0.3,0.0571428571428571
"445","toy_example_3.RDa",1,1,1,1,0.4,0.0571428571428571
"446","toy_example_3.RDa",1,1,1,1,0.5,0.0857142857142857
"447","toy_example_3.RDa",1,1,1,1,0.6,0.171428571428571
"448","toy_example_3.RDa",1,1,1,1,0.7,0.371428571428571
"449","toy_example_3.RDa",1,1,1,1,0.8,0.6
"450","toy_example_3.RDa",1,1,1,1,0.9,0.742857142857143
"451","toy_example_3.RDa",1,1,1,1,1,1
"452","toy_example_3.RDa",1,1,1,2,0,0.0571428571428571
