"","filenames","species_tree","t","nltt"
"4236","article_1_3_0_2_1.RDa",1,0.1,0.000829531314807134
"4237","article_1_3_0_2_1.RDa",1,0.2,0.00103691414350892
"4238","article_1_3_0_2_1.RDa",1,0.3,0.0012442969722107
"4239","article_1_3_0_2_1.RDa",1,0.4,0.00145167980091248
"4240","article_1_3_0_2_1.RDa",1,0.5,0.00165906262961427
"4241","article_1_3_0_2_1.RDa",1,0.6,0.00186644545831605
"4242","article_1_3_0_2_1.RDa",1,0.7,0.00207382828701784
"4243","article_1_3_0_2_1.RDa",1,0.8,0.00228121111571962
"4244","article_1_3_0_2_1.RDa",1,0.9,0.0024885939444214
"4245","article_1_3_0_2_1.RDa",1,1,0.00269597677312319
"4246","article_1_3_0_2_1.RDa",2,0,0.000622148486105351
"4247","article_1_3_0_2_1.RDa",2,0.1,0.000829531314807134
"4248","article_1_3_0_2_1.RDa",2,0.2,0.00103691414350892
"4249","article_1_3_0_2_1.RDa",2,0.3,0.0012442969722107
"4250","article_1_3_0_2_1.RDa",2,0.4,0.00145167980091248
"4251","article_1_3_0_2_1.RDa",2,0.5,0.00165906262961427
"4252","article_1_3_0_2_1.RDa",2,0.6,0.00186644545831605
"4253","article_1_3_0_2_1.RDa",2,0.7,0.00207382828701784
"4254","article_1_3_0_2_1.RDa",2,0.8,0.00228121111571962
"4255","article_1_3_0_2_1.RDa",2,0.9,0.0024885939444214
"4256","article_1_3_0_2_1.RDa",2,1,0.00269597677312319
"4257","article_1_3_0_2_2.RDa",1,0,0.000622148486105351
"4258","article_1_3_0_2_2.RDa",1,0.1,0.000829531314807134
"4259","article_1_3_0_2_2.RDa",1,0.2,0.00103691414350892
"4260","article_1_3_0_2_2.RDa",1,0.3,0.0012442969722107
"4261","article_1_3_0_2_2.RDa",1,0.4,0.00145167980091248
"4262","article_1_3_0_2_2.RDa",1,0.5,0.00165906262961427
"4263","article_1_3_0_2_2.RDa",1,0.6,0.00186644545831605
"4264","article_1_3_0_2_2.RDa",1,0.7,0.00207382828701784
"4265","article_1_3_0_2_2.RDa",1,0.8,0.00228121111571962
"4266","article_1_3_0_2_2.RDa",1,0.9,0.0024885939444214
"4267","article_1_3_0_2_2.RDa",1,1,0.00269597677312319
"4268","article_1_3_0_2_2.RDa",2,0,0.000622148486105351
"4269","article_1_3_0_2_2.RDa",2,0.1,0.000829531314807134
"4270","article_1_3_0_2_2.RDa",2,0.2,0.00103691414350892
"4271","article_1_3_0_2_2.RDa",2,0.3,0.0012442969722107
"4272","article_1_3_0_2_2.RDa",2,0.4,0.00145167980091248
"4273","article_1_3_0_2_2.RDa",2,0.5,0.00165906262961427
"4274","article_1_3_0_2_2.RDa",2,0.6,0.00186644545831605
"4275","article_1_3_0_2_2.RDa",2,0.7,0.00207382828701784
"4276","article_1_3_0_2_2.RDa",2,0.8,0.00228121111571962
"4277","article_1_3_0_2_2.RDa",2,0.9,0.0024885939444214
"4278","article_1_3_0_2_2.RDa",2,1,0.00269597677312319
"4279","article_1_3_1_0_0.RDa",1,0,0.00216606498194946
"4280","article_1_3_1_0_0.RDa",1,0.1,0.00216606498194946
"4281","article_1_3_1_0_0.RDa",1,0.2,0.00288808664259928
"4282","article_1_3_1_0_0.RDa",1,0.3,0.0036101083032491
"4283","article_1_3_1_0_0.RDa",1,0.4,0.00433212996389892
"4284","article_1_3_1_0_0.RDa",1,0.5,0.00505415162454874
"4285","article_1_3_1_0_0.RDa",1,0.6,0.00577617328519856
"4286","article_1_3_1_0_0.RDa",1,0.7,0.00649819494584838
"4287","article_1_3_1_0_0.RDa",1,0.8,0.0072202166064982
"4288","article_1_3_1_0_0.RDa",1,0.9,0.00794223826714801
"4289","article_1_3_1_0_0.RDa",1,1,0.00866425992779783
"4290","article_1_3_1_0_0.RDa",2,0,0.00216606498194946
"4291","article_1_3_1_0_0.RDa",2,0.1,0.00216606498194946
"4292","article_1_3_1_0_0.RDa",2,0.2,0.00288808664259928
"4293","article_1_3_1_0_0.RDa",2,0.3,0.0036101083032491
"4294","article_1_3_1_0_0.RDa",2,0.4,0.00433212996389892
"4295","article_1_3_1_0_0.RDa",2,0.5,0.00505415162454874
"4296","article_1_3_1_0_0.RDa",2,0.6,0.00577617328519856
"4297","article_1_3_1_0_0.RDa",2,0.7,0.00649819494584838
"4298","article_1_3_1_0_0.RDa",2,0.8,0.0072202166064982
"4299","article_1_3_1_0_0.RDa",2,0.9,0.00794223826714801
"4300","article_1_3_1_0_0.RDa",2,1,0.00866425992779783
"4301","article_1_3_1_0_1.RDa",1,0,0.00216606498194946
"4302","article_1_3_1_0_1.RDa",1,0.1,0.00216606498194946
"4303","article_1_3_1_0_1.RDa",1,0.2,0.00288808664259928
"4304","article_1_3_1_0_1.RDa",1,0.3,0.0036101083032491
"4305","article_1_3_1_0_1.RDa",1,0.4,0.00433212996389892
"4306","article_1_3_1_0_1.RDa",1,0.5,0.00505415162454874
"4307","article_1_3_1_0_1.RDa",1,0.6,0.00577617328519856
"4308","article_1_3_1_0_1.RDa",1,0.7,0.00649819494584838
"4309","article_1_3_1_0_1.RDa",1,0.8,0.0072202166064982
"4310","article_1_3_1_0_1.RDa",1,0.9,0.00794223826714801
"4311","article_1_3_1_0_1.RDa",1,1,0.00866425992779783
"4312","article_1_3_1_0_1.RDa",2,0,0.00216606498194946
"4313","article_1_3_1_0_1.RDa",2,0.1,0.00216606498194946
"4314","article_1_3_1_0_1.RDa",2,0.2,0.00288808664259928
"4315","article_1_3_1_0_1.RDa",2,0.3,0.0036101083032491
"4316","article_1_3_1_0_1.RDa",2,0.4,0.00433212996389892
"4317","article_1_3_1_0_1.RDa",2,0.5,0.00505415162454874
"4318","article_1_3_1_0_1.RDa",2,0.6,0.00577617328519856
"4319","article_1_3_1_0_1.RDa",2,0.7,0.00649819494584838
"4320","article_1_3_1_0_1.RDa",2,0.8,0.0072202166064982
"4321","article_1_3_1_0_1.RDa",2,0.9,0.00794223826714801
"4322","article_1_3_1_0_1.RDa",2,1,0.00866425992779783
"4323","article_1_3_1_0_2.RDa",1,0,0.00216606498194946
"4324","article_1_3_1_0_2.RDa",1,0.1,0.00216606498194946
"4325","article_1_3_1_0_2.RDa",1,0.2,0.00288808664259928
"4326","article_1_3_1_0_2.RDa",1,0.3,0.0036101083032491
"4327","article_1_3_1_0_2.RDa",1,0.4,0.00433212996389892
"4328","article_1_3_1_0_2.RDa",1,0.5,0.00505415162454874
"4329","article_1_3_1_0_2.RDa",1,0.6,0.00577617328519856
"4330","article_1_3_1_0_2.RDa",1,0.7,0.00649819494584838
"4331","article_1_3_1_0_2.RDa",1,0.8,0.0072202166064982
"4332","article_1_3_1_0_2.RDa",1,0.9,0.00794223826714801
"4333","article_1_3_1_0_2.RDa",1,1,0.00866425992779783
"4334","article_1_3_1_0_2.RDa",2,0,0.00216606498194946
"4335","article_1_3_1_0_2.RDa",2,0.1,0.00216606498194946
"4336","article_1_3_1_0_2.RDa",2,0.2,0.00288808664259928
"4337","article_1_3_1_0_2.RDa",2,0.3,0.0036101083032491
"4338","article_1_3_1_0_2.RDa",2,0.4,0.00433212996389892
"4339","article_1_3_1_0_2.RDa",2,0.5,0.00505415162454874
"4340","article_1_3_1_0_2.RDa",2,0.6,0.00577617328519856
"4341","article_1_3_1_0_2.RDa",2,0.7,0.00649819494584838
"4342","article_1_3_1_0_2.RDa",2,0.8,0.0072202166064982
"4343","article_1_3_1_0_2.RDa",2,0.9,0.00794223826714801
"4344","article_1_3_1_0_2.RDa",2,1,0.00866425992779783
"4345","article_1_3_1_1_0.RDa",1,0,0.00216606498194946
"4346","article_1_3_1_1_0.RDa",1,0.1,0.00216606498194946
"4347","article_1_3_1_1_0.RDa",1,0.2,0.00288808664259928
"4348","article_1_3_1_1_0.RDa",1,0.3,0.0036101083032491
"4349","article_1_3_1_1_0.RDa",1,0.4,0.00433212996389892
"4350","article_1_3_1_1_0.RDa",1,0.5,0.00505415162454874
"4351","article_1_3_1_1_0.RDa",1,0.6,0.00577617328519856
"4352","article_1_3_1_1_0.RDa",1,0.7,0.00649819494584838
"4353","article_1_3_1_1_0.RDa",1,0.8,0.0072202166064982
"4354","article_1_3_1_1_0.RDa",1,0.9,0.00794223826714801
"4355","article_1_3_1_1_0.RDa",1,1,0.00866425992779783
"4356","article_1_3_1_1_0.RDa",2,0,0.00216606498194946
"4357","article_1_3_1_1_0.RDa",2,0.1,0.00216606498194946
"4358","article_1_3_1_1_0.RDa",2,0.2,0.00288808664259928
"4359","article_1_3_1_1_0.RDa",2,0.3,0.0036101083032491
"4360","article_1_3_1_1_0.RDa",2,0.4,0.00433212996389892
"4361","article_1_3_1_1_0.RDa",2,0.5,0.00505415162454874
"4362","article_1_3_1_1_0.RDa",2,0.6,0.00577617328519856
"4363","article_1_3_1_1_0.RDa",2,0.7,0.00649819494584838
"4364","article_1_3_1_1_0.RDa",2,0.8,0.0072202166064982
"4365","article_1_3_1_1_0.RDa",2,0.9,0.00794223826714801
"4366","article_1_3_1_1_0.RDa",2,1,0.00866425992779783
"4367","article_1_3_1_1_1.RDa",1,0,0.00216606498194946
"4368","article_1_3_1_1_1.RDa",1,0.1,0.00216606498194946
"4369","article_1_3_1_1_1.RDa",1,0.2,0.00288808664259928
"4370","article_1_3_1_1_1.RDa",1,0.3,0.0036101083032491
"4371","article_1_3_1_1_1.RDa",1,0.4,0.00433212996389892
"4372","article_1_3_1_1_1.RDa",1,0.5,0.00505415162454874
"4373","article_1_3_1_1_1.RDa",1,0.6,0.00577617328519856
"4374","article_1_3_1_1_1.RDa",1,0.7,0.00649819494584838
"4375","article_1_3_1_1_1.RDa",1,0.8,0.0072202166064982
"4376","article_1_3_1_1_1.RDa",1,0.9,0.00794223826714801
"4377","article_1_3_1_1_1.RDa",1,1,0.00866425992779783
"4378","article_1_3_1_1_1.RDa",2,0,0.00216606498194946
"4379","article_1_3_1_1_1.RDa",2,0.1,0.00216606498194946
"4380","article_1_3_1_1_1.RDa",2,0.2,0.00288808664259928
"4381","article_1_3_1_1_1.RDa",2,0.3,0.0036101083032491
"4382","article_1_3_1_1_1.RDa",2,0.4,0.00433212996389892
"4383","article_1_3_1_1_1.RDa",2,0.5,0.00505415162454874
"4384","article_1_3_1_1_1.RDa",2,0.6,0.00577617328519856
"4385","article_1_3_1_1_1.RDa",2,0.7,0.00649819494584838
"4386","article_1_3_1_1_1.RDa",2,0.8,0.0072202166064982
"4387","article_1_3_1_1_1.RDa",2,0.9,0.00794223826714801
"4388","article_1_3_1_1_1.RDa",2,1,0.00866425992779783
"4389","article_1_3_1_1_2.RDa",1,0,0.00216606498194946
"4390","article_1_3_1_1_2.RDa",1,0.1,0.00216606498194946
"4391","article_1_3_1_1_2.RDa",1,0.2,0.00288808664259928
"4392","article_1_3_1_1_2.RDa",1,0.3,0.0036101083032491
"4393","article_1_3_1_1_2.RDa",1,0.4,0.00433212996389892
"4394","article_1_3_1_1_2.RDa",1,0.5,0.00505415162454874
"4395","article_1_3_1_1_2.RDa",1,0.6,0.00577617328519856
"4396","article_1_3_1_1_2.RDa",1,0.7,0.00649819494584838
"4397","article_1_3_1_1_2.RDa",1,0.8,0.0072202166064982
"4398","article_1_3_1_1_2.RDa",1,0.9,0.00794223826714801
"4399","article_1_3_1_1_2.RDa",1,1,0.00866425992779783
"4400","article_1_3_1_1_2.RDa",2,0,0.00216606498194946
"4401","article_1_3_1_1_2.RDa",2,0.1,0.00216606498194946
"4402","article_1_3_1_1_2.RDa",2,0.2,0.00288808664259928
"4403","article_1_3_1_1_2.RDa",2,0.3,0.0036101083032491
"4404","article_1_3_1_1_2.RDa",2,0.4,0.00433212996389892
"4405","article_1_3_1_1_2.RDa",2,0.5,0.00505415162454874
"4406","article_1_3_1_1_2.RDa",2,0.6,0.00577617328519856
"4407","article_1_3_1_1_2.RDa",2,0.7,0.00649819494584838
"4408","article_1_3_1_1_2.RDa",2,0.8,0.0072202166064982
"4409","article_1_3_1_1_2.RDa",2,0.9,0.00794223826714801
"4410","article_1_3_1_1_2.RDa",2,1,0.00866425992779783
"4411","article_1_3_1_2_0.RDa",1,0,0.00216606498194946
"4412","article_1_3_1_2_0.RDa",1,0.1,0.00216606498194946
"4413","article_1_3_1_2_0.RDa",1,0.2,0.00288808664259928
"4414","article_1_3_1_2_0.RDa",1,0.3,0.0036101083032491
"4415","article_1_3_1_2_0.RDa",1,0.4,0.00433212996389892
"4416","article_1_3_1_2_0.RDa",1,0.5,0.00505415162454874
"4417","article_1_3_1_2_0.RDa",1,0.6,0.00577617328519856
"4418","article_1_3_1_2_0.RDa",1,0.7,0.00649819494584838
"4419","article_1_3_1_2_0.RDa",1,0.8,0.0072202166064982
"4420","article_1_3_1_2_0.RDa",1,0.9,0.00794223826714801
"4421","article_1_3_1_2_0.RDa",1,1,0.00866425992779783
"4422","article_1_3_1_2_0.RDa",2,0,0.00216606498194946
"4423","article_1_3_1_2_0.RDa",2,0.1,0.00216606498194946
"4424","article_1_3_1_2_0.RDa",2,0.2,0.00288808664259928
"4425","article_1_3_1_2_0.RDa",2,0.3,0.0036101083032491
"4426","article_1_3_1_2_0.RDa",2,0.4,0.00433212996389892
"4427","article_1_3_1_2_0.RDa",2,0.5,0.00505415162454874
"4428","article_1_3_1_2_0.RDa",2,0.6,0.00577617328519856
"4429","article_1_3_1_2_0.RDa",2,0.7,0.00649819494584838
"4430","article_1_3_1_2_0.RDa",2,0.8,0.0072202166064982
"4431","article_1_3_1_2_0.RDa",2,0.9,0.00794223826714801
"4432","article_1_3_1_2_0.RDa",2,1,0.00866425992779783
"4433","article_1_3_1_2_1.RDa",1,0,0.00216606498194946
"4434","article_1_3_1_2_1.RDa",1,0.1,0.00216606498194946
"4435","article_1_3_1_2_1.RDa",1,0.2,0.00288808664259928
"4436","article_1_3_1_2_1.RDa",1,0.3,0.0036101083032491
"4437","article_1_3_1_2_1.RDa",1,0.4,0.00433212996389892
"4438","article_1_3_1_2_1.RDa",1,0.5,0.00505415162454874
"4439","article_1_3_1_2_1.RDa",1,0.6,0.00577617328519856
"4440","article_1_3_1_2_1.RDa",1,0.7,0.00649819494584838
"4441","article_1_3_1_2_1.RDa",1,0.8,0.0072202166064982
"4442","article_1_3_1_2_1.RDa",1,0.9,0.00794223826714801
"4443","article_1_3_1_2_1.RDa",1,1,0.00866425992779783
"4444","article_1_3_1_2_1.RDa",2,0,0.00216606498194946
"4445","article_1_3_1_2_1.RDa",2,0.1,0.00216606498194946
"4446","article_1_3_1_2_1.RDa",2,0.2,0.00288808664259928
"4447","article_1_3_1_2_1.RDa",2,0.3,0.0036101083032491
"4448","article_1_3_1_2_1.RDa",2,0.4,0.00433212996389892
"4449","article_1_3_1_2_1.RDa",2,0.5,0.00505415162454874
"4450","article_1_3_1_2_1.RDa",2,0.6,0.00577617328519856
"4451","article_1_3_1_2_1.RDa",2,0.7,0.00649819494584838
"4452","article_1_3_1_2_1.RDa",2,0.8,0.0072202166064982
"4453","article_1_3_1_2_1.RDa",2,0.9,0.00794223826714801
"4454","article_1_3_1_2_1.RDa",2,1,0.00866425992779783
"4455","article_1_3_1_2_2.RDa",1,0,0.00216606498194946
"4456","article_1_3_1_2_2.RDa",1,0.1,0.00216606498194946
"4457","article_1_3_1_2_2.RDa",1,0.2,0.00288808664259928
"4458","article_1_3_1_2_2.RDa",1,0.3,0.0036101083032491
"4459","article_1_3_1_2_2.RDa",1,0.4,0.00433212996389892
"4460","article_1_3_1_2_2.RDa",1,0.5,0.00505415162454874
"4461","article_1_3_1_2_2.RDa",1,0.6,0.00577617328519856
"4462","article_1_3_1_2_2.RDa",1,0.7,0.00649819494584838
"4463","article_1_3_1_2_2.RDa",1,0.8,0.0072202166064982
"4464","article_1_3_1_2_2.RDa",1,0.9,0.00794223826714801
"4465","article_1_3_1_2_2.RDa",1,1,0.00866425992779783
"4466","article_1_3_1_2_2.RDa",2,0,0.00216606498194946
"4467","article_1_3_1_2_2.RDa",2,0.1,0.00216606498194946
"4468","article_1_3_1_2_2.RDa",2,0.2,0.00288808664259928
"4469","article_1_3_1_2_2.RDa",2,0.3,0.0036101083032491
"4470","article_1_3_1_2_2.RDa",2,0.4,0.00433212996389892
"4471","article_1_3_1_2_2.RDa",2,0.5,0.00505415162454874
"4472","article_1_3_1_2_2.RDa",2,0.6,0.00577617328519856
"4473","article_1_3_1_2_2.RDa",2,0.7,0.00649819494584838
"4474","article_1_3_1_2_2.RDa",2,0.8,0.0072202166064982
"4475","article_1_3_1_2_2.RDa",2,0.9,0.00794223826714801
"4476","article_1_3_1_2_2.RDa",2,1,0.00866425992779783
"4477","article_1_3_2_0_0.RDa",1,0,0.0116279069767442
"4478","article_1_3_2_0_0.RDa",1,0.1,0.0116279069767442
"4479","article_1_3_2_0_0.RDa",1,0.2,0.0155038759689922
"4480","article_1_3_2_0_0.RDa",1,0.3,0.0193798449612403
"4481","article_1_3_2_0_0.RDa",1,0.4,0.0232558139534884
"4482","article_1_3_2_0_0.RDa",1,0.5,0.0271317829457364
"4483","article_1_3_2_0_0.RDa",1,0.6,0.0310077519379845
"4484","article_1_3_2_0_0.RDa",1,0.7,0.0348837209302326
"4485","article_1_3_2_0_0.RDa",1,0.8,0.0387596899224806
"4486","article_1_3_2_0_0.RDa",1,0.9,0.0426356589147287
"4487","article_1_3_2_0_0.RDa",1,1,0.0465116279069767
"4488","article_1_3_2_0_0.RDa",2,0,0.0116279069767442
"4489","article_1_3_2_0_0.RDa",2,0.1,0.0116279069767442
"4490","article_1_3_2_0_0.RDa",2,0.2,0.0155038759689922
"4491","article_1_3_2_0_0.RDa",2,0.3,0.0193798449612403
"4492","article_1_3_2_0_0.RDa",2,0.4,0.0232558139534884
"4493","article_1_3_2_0_0.RDa",2,0.5,0.0271317829457364
"4494","article_1_3_2_0_0.RDa",2,0.6,0.0310077519379845
"4495","article_1_3_2_0_0.RDa",2,0.7,0.0348837209302326
"4496","article_1_3_2_0_0.RDa",2,0.8,0.0387596899224806
"4497","article_1_3_2_0_0.RDa",2,0.9,0.0426356589147287
"4498","article_1_3_2_0_0.RDa",2,1,0.0465116279069767
"4499","article_1_3_2_0_1.RDa",NA,NA,NA
"4500","article_1_3_2_0_2.RDa",1,0,0.0116279069767442
"4501","article_1_3_2_0_2.RDa",1,0.1,0.0116279069767442
"4502","article_1_3_2_0_2.RDa",1,0.2,0.0155038759689922
"4503","article_1_3_2_0_2.RDa",1,0.3,0.0193798449612403
"4504","article_1_3_2_0_2.RDa",1,0.4,0.0232558139534884
"4505","article_1_3_2_0_2.RDa",1,0.5,0.0271317829457364
"4506","article_1_3_2_0_2.RDa",1,0.6,0.0310077519379845
"4507","article_1_3_2_0_2.RDa",1,0.7,0.0348837209302326
"4508","article_1_3_2_0_2.RDa",1,0.8,0.0387596899224806
"4509","article_1_3_2_0_2.RDa",1,0.9,0.0426356589147287
"4510","article_1_3_2_0_2.RDa",1,1,0.0465116279069767
"4511","article_1_3_2_0_2.RDa",2,0,0.0116279069767442
"4512","article_1_3_2_0_2.RDa",2,0.1,0.0116279069767442
"4513","article_1_3_2_0_2.RDa",2,0.2,0.0155038759689922
"4514","article_1_3_2_0_2.RDa",2,0.3,0.0193798449612403
"4515","article_1_3_2_0_2.RDa",2,0.4,0.0232558139534884
"4516","article_1_3_2_0_2.RDa",2,0.5,0.0271317829457364
"4517","article_1_3_2_0_2.RDa",2,0.6,0.0310077519379845
"4518","article_1_3_2_0_2.RDa",2,0.7,0.0348837209302326
"4519","article_1_3_2_0_2.RDa",2,0.8,0.0387596899224806
"4520","article_1_3_2_0_2.RDa",2,0.9,0.0426356589147287
"4521","article_1_3_2_0_2.RDa",2,1,0.0465116279069767
"4522","article_1_3_2_1_0.RDa",1,0,0.0116279069767442
"4523","article_1_3_2_1_0.RDa",1,0.1,0.0116279069767442
"4524","article_1_3_2_1_0.RDa",1,0.2,0.0155038759689922
"4525","article_1_3_2_1_0.RDa",1,0.3,0.0193798449612403
"4526","article_1_3_2_1_0.RDa",1,0.4,0.0232558139534884
"4527","article_1_3_2_1_0.RDa",1,0.5,0.0271317829457364
"4528","article_1_3_2_1_0.RDa",1,0.6,0.0310077519379845
"4529","article_1_3_2_1_0.RDa",1,0.7,0.0348837209302326
"4530","article_1_3_2_1_0.RDa",1,0.8,0.0387596899224806
"4531","article_1_3_2_1_0.RDa",1,0.9,0.0426356589147287
"4532","article_1_3_2_1_0.RDa",1,1,0.0465116279069767
"4533","article_1_3_2_1_0.RDa",2,0,0.0116279069767442
"4534","article_1_3_2_1_0.RDa",2,0.1,0.0116279069767442
"4535","article_1_3_2_1_0.RDa",2,0.2,0.0155038759689922
"4536","article_1_3_2_1_0.RDa",2,0.3,0.0193798449612403
"4537","article_1_3_2_1_0.RDa",2,0.4,0.0232558139534884
"4538","article_1_3_2_1_0.RDa",2,0.5,0.0271317829457364
"4539","article_1_3_2_1_0.RDa",2,0.6,0.0310077519379845
"4540","article_1_3_2_1_0.RDa",2,0.7,0.0348837209302326
"4541","article_1_3_2_1_0.RDa",2,0.8,0.0387596899224806
"4542","article_1_3_2_1_0.RDa",2,0.9,0.0426356589147287
"4543","article_1_3_2_1_0.RDa",2,1,0.0465116279069767
"4544","article_1_3_2_1_1.RDa",1,0,0.0116279069767442
"4545","article_1_3_2_1_1.RDa",1,0.1,0.0116279069767442
"4546","article_1_3_2_1_1.RDa",1,0.2,0.0155038759689922
"4547","article_1_3_2_1_1.RDa",1,0.3,0.0193798449612403
"4548","article_1_3_2_1_1.RDa",1,0.4,0.0232558139534884
"4549","article_1_3_2_1_1.RDa",1,0.5,0.0271317829457364
"4550","article_1_3_2_1_1.RDa",1,0.6,0.0310077519379845
"4551","article_1_3_2_1_1.RDa",1,0.7,0.0348837209302326
"4552","article_1_3_2_1_1.RDa",1,0.8,0.0387596899224806
"4553","article_1_3_2_1_1.RDa",1,0.9,0.0426356589147287
"4554","article_1_3_2_1_1.RDa",1,1,0.0465116279069767
"4555","article_1_3_2_1_1.RDa",2,0,0.0116279069767442
"4556","article_1_3_2_1_1.RDa",2,0.1,0.0116279069767442
"4557","article_1_3_2_1_1.RDa",2,0.2,0.0155038759689922
"4558","article_1_3_2_1_1.RDa",2,0.3,0.0193798449612403
"4559","article_1_3_2_1_1.RDa",2,0.4,0.0232558139534884
"4560","article_1_3_2_1_1.RDa",2,0.5,0.0271317829457364
"4561","article_1_3_2_1_1.RDa",2,0.6,0.0310077519379845
"4562","article_1_3_2_1_1.RDa",2,0.7,0.0348837209302326
"4563","article_1_3_2_1_1.RDa",2,0.8,0.0387596899224806
"4564","article_1_3_2_1_1.RDa",2,0.9,0.0426356589147287
"4565","article_1_3_2_1_1.RDa",2,1,0.0465116279069767
"4566","article_1_3_2_1_2.RDa",1,0,0.0116279069767442
"4567","article_1_3_2_1_2.RDa",1,0.1,0.0116279069767442
"4568","article_1_3_2_1_2.RDa",1,0.2,0.0155038759689922
"4569","article_1_3_2_1_2.RDa",1,0.3,0.0193798449612403
"4570","article_1_3_2_1_2.RDa",1,0.4,0.0232558139534884
"4571","article_1_3_2_1_2.RDa",1,0.5,0.0271317829457364
"4572","article_1_3_2_1_2.RDa",1,0.6,0.0310077519379845
"4573","article_1_3_2_1_2.RDa",1,0.7,0.0348837209302326
"4574","article_1_3_2_1_2.RDa",1,0.8,0.0387596899224806
"4575","article_1_3_2_1_2.RDa",1,0.9,0.0426356589147287
"4576","article_1_3_2_1_2.RDa",1,1,0.0465116279069767
"4577","article_1_3_2_1_2.RDa",2,0,0.0116279069767442
"4578","article_1_3_2_1_2.RDa",2,0.1,0.0116279069767442
"4579","article_1_3_2_1_2.RDa",2,0.2,0.0155038759689922
"4580","article_1_3_2_1_2.RDa",2,0.3,0.0193798449612403
"4581","article_1_3_2_1_2.RDa",2,0.4,0.0232558139534884
"4582","article_1_3_2_1_2.RDa",2,0.5,0.0271317829457364
"4583","article_1_3_2_1_2.RDa",2,0.6,0.0310077519379845
"4584","article_1_3_2_1_2.RDa",2,0.7,0.0348837209302326
"4585","article_1_3_2_1_2.RDa",2,0.8,0.0387596899224806
"4586","article_1_3_2_1_2.RDa",2,0.9,0.0426356589147287
"4587","article_1_3_2_1_2.RDa",2,1,0.0465116279069767
"4588","article_1_3_2_2_0.RDa",1,0,0.0116279069767442
"4589","article_1_3_2_2_0.RDa",1,0.1,0.0116279069767442
"4590","article_1_3_2_2_0.RDa",1,0.2,0.0155038759689922
"4591","article_1_3_2_2_0.RDa",1,0.3,0.0193798449612403
"4592","article_1_3_2_2_0.RDa",1,0.4,0.0232558139534884
"4593","article_1_3_2_2_0.RDa",1,0.5,0.0271317829457364
"4594","article_1_3_2_2_0.RDa",1,0.6,0.0310077519379845
"4595","article_1_3_2_2_0.RDa",1,0.7,0.0348837209302326
"4596","article_1_3_2_2_0.RDa",1,0.8,0.0387596899224806
"4597","article_1_3_2_2_0.RDa",1,0.9,0.0426356589147287
"4598","article_1_3_2_2_0.RDa",1,1,0.0465116279069767
"4599","article_1_3_2_2_0.RDa",2,0,0.0116279069767442
"4600","article_1_3_2_2_0.RDa",2,0.1,0.0116279069767442
"4601","article_1_3_2_2_0.RDa",2,0.2,0.0155038759689922
"4602","article_1_3_2_2_0.RDa",2,0.3,0.0193798449612403
"4603","article_1_3_2_2_0.RDa",2,0.4,0.0232558139534884
"4604","article_1_3_2_2_0.RDa",2,0.5,0.0271317829457364
"4605","article_1_3_2_2_0.RDa",2,0.6,0.0310077519379845
"4606","article_1_3_2_2_0.RDa",2,0.7,0.0348837209302326
"4607","article_1_3_2_2_0.RDa",2,0.8,0.0387596899224806
"4608","article_1_3_2_2_0.RDa",2,0.9,0.0426356589147287
"4609","article_1_3_2_2_0.RDa",2,1,0.0465116279069767
"4610","article_1_3_2_2_1.RDa",1,0,0.0116279069767442
"4611","article_1_3_2_2_1.RDa",1,0.1,0.0116279069767442
"4612","article_1_3_2_2_1.RDa",1,0.2,0.0155038759689922
"4613","article_1_3_2_2_1.RDa",1,0.3,0.0193798449612403
"4614","article_1_3_2_2_1.RDa",1,0.4,0.0232558139534884
"4615","article_1_3_2_2_1.RDa",1,0.5,0.0271317829457364
"4616","article_1_3_2_2_1.RDa",1,0.6,0.0310077519379845
"4617","article_1_3_2_2_1.RDa",1,0.7,0.0348837209302326
"4618","article_1_3_2_2_1.RDa",1,0.8,0.0387596899224806
"4619","article_1_3_2_2_1.RDa",1,0.9,0.0426356589147287
"4620","article_1_3_2_2_1.RDa",1,1,0.0465116279069767
"4621","article_1_3_2_2_1.RDa",2,0,0.0116279069767442
"4622","article_1_3_2_2_1.RDa",2,0.1,0.0116279069767442
"4623","article_1_3_2_2_1.RDa",2,0.2,0.0155038759689922
"4624","article_1_3_2_2_1.RDa",2,0.3,0.0193798449612403
"4625","article_1_3_2_2_1.RDa",2,0.4,0.0232558139534884
"4626","article_1_3_2_2_1.RDa",2,0.5,0.0271317829457364
"4627","article_1_3_2_2_1.RDa",2,0.6,0.0310077519379845
"4628","article_1_3_2_2_1.RDa",2,0.7,0.0348837209302326
"4629","article_1_3_2_2_1.RDa",2,0.8,0.0387596899224806
"4630","article_1_3_2_2_1.RDa",2,0.9,0.0426356589147287
"4631","article_1_3_2_2_1.RDa",2,1,0.0465116279069767
"4632","article_1_3_2_2_2.RDa",1,0,0.0116279069767442
"4633","article_1_3_2_2_2.RDa",1,0.1,0.0116279069767442
"4634","article_1_3_2_2_2.RDa",1,0.2,0.0155038759689922
"4635","article_1_3_2_2_2.RDa",1,0.3,0.0193798449612403
"4636","article_1_3_2_2_2.RDa",1,0.4,0.0232558139534884
"4637","article_1_3_2_2_2.RDa",1,0.5,0.0271317829457364
"4638","article_1_3_2_2_2.RDa",1,0.6,0.0310077519379845
